source_record_id,product_id,sku,product_name,brand,unit_price,currency_code,is_active,created_at,updated_at
SRC_PRODUCT_B001_000000066,P000066,RV-000066,Pro Jacket 0066,Cinder,285.06,GBP,Y,2024-10-17 07:36:51,2024-11-29 07:36:51
SRC_PRODUCT_B001_000000067,P000067,RV-000067,Pro Kettle 0067,Meridian,988.44,GBP,Y,2024-05-16 04:14:55,2024-07-31 04:14:55
SRC_PRODUCT_B001_000000068,P000068,RV-000068,Classic Shirt 0068,Meridian,509.04,GBP,Y,2026-04-16 11:39:03,2026-05-16 11:39:03
SRC_PRODUCT_B001_000000069,P000069,RV-000069,Ultra Bottle 0069,Velora,190.81,GBP,Y,2023-01-07 16:50:25,2023-01-27 16:50:25
SRC_PRODUCT_B001_000000070,P000070,RV-000070,Ultra Serum 0070,Lumina,472.89,GBP,Y,2025-05-25 20:19:30,2025-07-04 20:19:30
SRC_PRODUCT_B001_000000071,P000071,RV-000071,Modern Shirt 0071,Cinder,204.13,GBP,N,2023-03-08 18:21:03,2023-04-24 18:21:03
SRC_PRODUCT_B001_000000072,P000072,RV-000072,Smart Serum 0072,Lumina,763.58,GBP,Y,2024-04-30 23:01:53,2024-06-08 23:01:53
SRC_PRODUCT_B001_000000073,P000073,RV-000073,Compact Shirt 0073,Orbis,715.36,GBP,Y,2024-01-27 18:18:17,2024-03-06 18:18:17
SRC_PRODUCT_B001_000000074,P000074,RV-000074,Essential Shirt 0074,Velora,588.67,GBP,Y,2025-11-02 14:31:01,2026-01-13 14:31:01
SRC_PRODUCT_B001_000000075,P000075,RV-000075,Pro Bottle 0075,Lumina,887.55,GBP,Y,2024-12-08 15:28:57,2025-02-09 15:28:57
SRC_PRODUCT_B001_000000076,P000076,RV-000076,Essential Blanket 0076,Orbis,109.05,GBP,Y,2024-10-08 08:46:25,2024-12-01 08:46:25
SRC_PRODUCT_B001_000000077,P000077,RV-000077,Compact Kettle 0077,Velora,23.17,GBP,Y,2025-11-23 19:17:30,2026-01-21 19:17:30
SRC_PRODUCT_B001_000000078,P000078,RV-000078,Premium Jacket 0078,Lumina,501.21,GBP,Y,2026-02-23 07:17:36,2026-03-23 07:17:36
SRC_PRODUCT_B001_000000079,P000079,RV-000079,Everyday Jacket 0079,Northstar,857.77,GBP,Y,2023-11-14 09:17:14,2023-12-12 09:17:14
SRC_PRODUCT_B001_000000080,P000080,RV-000080,Everyday Kettle 0080,Lumina,562.30,GBP,Y,2025-09-13 12:13:58,2025-09-27 12:13:58
SRC_PRODUCT_B001_000000081,P000081,RV-000081,Modern Camera 0081,Kestrel,161.05,GBP,Y,2024-03-29 23:06:59,2024-04-28 23:06:59
SRC_PRODUCT_B001_000000082,P000082,RV-000082,Pro Kettle 0082,Cinder,188.68,GBP,Y,2023-10-24 18:37:20,2023-12-17 18:37:20
SRC_PRODUCT_B001_000000083,P000083,RV-000083,Modern Backpack 0083,Cinder,316.07,GBP,Y,2025-03-31 07:09:47,2025-06-13 07:09:47
SRC_PRODUCT_B001_000000084,P000084,RV-000084,Pro Trainer 0084,Axiom,974.97,GBP,Y,2025-03-21 08:12:14,2025-04-21 08:12:14
SRC_PRODUCT_B001_000000085,P000085,RV-000085,Smart Lamp 0085,Orbis,321.21,GBP,Y,2024-09-24 08:52:25,2024-10-12 08:52:25
SRC_PRODUCT_B001_000000086,P000086,RV-000086,Compact Speaker 0086,Meridian,737.06,GBP,Y,2023-01-27 05:33:22,2023-02-28 05:33:22
SRC_PRODUCT_B001_000000087,P000087,RV-000087,Essential Keyboard 0087,Cinder,387.02,GBP,Y,2024-03-02 18:24:52,2024-03-06 18:24:52
SRC_PRODUCT_B001_000000088,P000088,RV-000088,Premium Kettle 0088,Northstar,436.59,GBP,Y,2025-10-30 10:24:36,2025-11-08 10:24:36
SRC_PRODUCT_B001_000000089,P000089,RV-000089,Classic Trainer 0089,Cinder,639.66,GBP,Y,2024-09-28 10:08:47,2024-10-16 10:08:47
SRC_PRODUCT_B001_000000090,P000090,RV-000090,Smart Serum 0090,Cinder,480.31,GBP,Y,2025-01-22 04:00:16,2025-04-15 04:00:16
SRC_PRODUCT_B001_000000091,P000091,RV-000091,Premium Lamp 0091,Lumina,548.78,GBP,Y,2024-07-13 10:12:52,2024-07-23 10:12:52
SRC_PRODUCT_B001_000000092,P000092,RV-000092,Premium Headphones 0092,Cinder,915.66,GBP,Y,2026-03-22 08:07:09,2026-04-26 08:07:09
SRC_PRODUCT_B001_000000093,P000093,RV-000093,Premium Shirt 0093,Axiom,747.56,GBP,Y,2023-03-25 13:14:09,2023-05-08 13:14:09
SRC_PRODUCT_B001_000000094,P000094,RV-000094,Ultra Bottle 0094,Kestrel,106.42,GBP,Y,2025-08-02 13:50:41,2025-08-23 13:50:41
SRC_PRODUCT_B001_000000095,P000095,RV-000095,Smart Shirt 0095,Lumina,472.57,GBP,Y,2024-01-17 17:01:06,2024-02-20 17:01:06
SRC_PRODUCT_B001_000000096,P000096,RV-000096,Ultra Bottle 0096,Velora,154.64,GBP,Y,2025-11-17 08:15:49,2025-11-30 08:15:49
SRC_PRODUCT_B001_000000097,P000097,RV-000097,Smart Blanket 0097,Northstar,464.92,GBP,Y,2023-10-28 10:43:59,2024-01-07 10:43:59
SRC_PRODUCT_B001_000000098,P000098,RV-000098,Everyday Lamp 0098,Meridian,614.50,GBP,Y,2025-07-25 12:38:52,2025-08-25 12:38:52
SRC_PRODUCT_B001_000000099,P000099,RV-000099,Pro Camera 0099,Lumina,618.54,GBP,Y,2024-01-20 14:24:18,2024-01-21 14:24:18
SRC_PRODUCT_B001_000000100,P000100,RV-000100,Smart Lamp 0100,Kestrel,152.35,GBP,Y,2024-09-17 10:54:02,2024-11-24 10:54:02
SRC_PRODUCT_B001_000000101,P000101,RV-000101,Eco Blanket 0101,Axiom,875.09,GBP,Y,2026-01-11 09:56:31,2026-04-10 09:56:31
SRC_PRODUCT_B001_000000102,P000102,RV-000102,Premium Serum 0102,Northstar,722.63,GBP,Y,2025-06-18 08:10:26,2025-08-10 08:10:26
SRC_PRODUCT_B001_000000103,P000103,RV-000103,Smart Backpack 0103,Lumina,115.59,GBP,Y,2023-05-08 12:27:31,2023-05-17 12:27:31
SRC_PRODUCT_B001_000000104,P000104,RV-000104,Eco Headphones 0104,Northstar,319.86,GBP,Y,2023-01-06 10:53:44,2023-03-21 10:53:44
SRC_PRODUCT_B001_000000105,P000105,RV-000105,Essential Lamp 0105,Velora,84.84,GBP,Y,2024-12-21 00:36:04,2025-01-21 00:36:04
SRC_PRODUCT_B001_000000106,P000106,RV-000106,Classic Kettle 0106,Axiom,798.64,GBP,Y,2025-05-01 18:47:28,2025-06-08 18:47:28
SRC_PRODUCT_B001_000000107,P000107,RV-000107,Pro Serum 0107,Orbis,111.86,GBP,Y,2023-07-15 02:35:32,2023-10-10 02:35:32
SRC_PRODUCT_B001_000000108,P000108,RV-000108,Premium Trainer 0108,Northstar,421.27,GBP,Y,2023-12-10 23:12:27,2024-01-09 23:12:27
SRC_PRODUCT_B001_000000109,P000109,RV-000109,Premium Backpack 0109,Orbis,521.72,GBP,Y,2026-05-16 11:50:47,2026-05-26 11:50:47
SRC_PRODUCT_B001_000000110,P000110,RV-000110,Classic Headphones 0110,Kestrel,655.56,GBP,Y,2024-04-14 11:14:25,2024-05-02 11:14:25
SRC_PRODUCT_B001_000000111,P000111,RV-000111,Smart Kettle 0111,Axiom,59.40,GBP,Y,2023-04-13 21:29:58,2023-06-02 21:29:58
SRC_PRODUCT_B001_000000112,P000112,RV-000112,Premium Bottle 0112,Lumina,637.75,GBP,Y,2026-01-19 18:08:53,2026-03-17 18:08:53
SRC_PRODUCT_B001_000000113,P000113,RV-000113,Modern Speaker 0113,Cinder,203.34,GBP,Y,2025-09-06 07:50:48,2025-11-19 07:50:48
SRC_PRODUCT_B001_000000114,P000114,RV-000114,Everyday Mixer 0114,Kestrel,591.83,GBP,Y,2025-10-08 22:49:04,2025-11-05 22:49:04
SRC_PRODUCT_B001_000000115,P000115,RV-000115,Pro Keyboard 0115,Northstar,462.88,GBP,Y,2024-03-21 20:28:54,2024-05-27 20:28:54
SRC_PRODUCT_B001_000000116,P000116,RV-000116,Classic Blanket 0116,Kestrel,236.72,GBP,Y,2024-06-23 10:20:24,2024-08-04 10:20:24
SRC_PRODUCT_B001_000000117,P000117,RV-000117,Pro Headphones 0117,Meridian,626.53,GBP,Y,2026-01-10 00:38:49,2026-01-17 00:38:49
SRC_PRODUCT_B001_000000118,P000118,RV-000118,Modern Jacket 0118,Kestrel,173.33,GBP,Y,2023-12-02 03:57:40,2024-01-06 03:57:40
SRC_PRODUCT_B001_000000119,P000119,RV-000119,Modern Bottle 0119,Kestrel,215.13,GBP,Y,2026-05-05 05:36:46,2026-07-15 05:36:46
SRC_PRODUCT_B001_000000120,P000120,RV-000120,Modern Bottle 0120,Axiom,253.99,GBP,Y,2023-03-06 01:16:13,2023-03-19 01:16:13
SRC_PRODUCT_B001_000000121,P000121,RV-000121,Compact Camera 0121,Axiom,798.69,GBP,Y,2025-05-15 15:47:01,2025-06-05 15:47:01
SRC_PRODUCT_B001_000000122,P000122,RV-000122,Eco Blanket 0122,Cinder,845.61,GBP,Y,2025-02-22 00:39:10,2025-04-30 00:39:10
SRC_PRODUCT_B001_000000123,P000123,RV-000123,Premium Shirt 0123,Velora,735.76,GBP,Y,2024-01-07 17:03:44,2024-01-16 17:03:44
SRC_PRODUCT_B001_000000124,P000124,RV-000124,Pro Speaker 0124,Kestrel,560.34,GBP,Y,2026-02-07 02:46:50,2026-04-09 02:46:50
SRC_PRODUCT_B001_000000125,P000125,RV-000125,Modern Backpack 0125,Lumina,718.94,GBP,Y,2026-01-25 04:42:46,2026-03-21 04:42:46
SRC_PRODUCT_B001_000000126,P000126,RV-000126,Pro Serum 0126,Lumina,763.39,GBP,Y,2024-06-14 13:50:29,2024-09-04 13:50:29
SRC_PRODUCT_B001_000000127,P000127,RV-000127,Pro Lamp 0127,Meridian,131.71,GBP,Y,2024-10-17 14:26:14,2024-11-18 14:26:14
SRC_PRODUCT_B001_000000128,P000128,RV-000128,Compact Shirt 0128,Velora,991.41,GBP,True,2023-09-30 21:07:22,2023-12-28 21:07:22
SRC_PRODUCT_B001_000000129,P000129,RV-000129,Eco Headphones 0129,Kestrel,843.10,GBP,True,2025-03-28 02:03:46,2025-03-31 02:03:46
SRC_PRODUCT_B001_000000130,P000130,RV-000130,Pro Camera 0130,Lumina,116.20,GBP,Y,2025-05-12 04:54:49,2025-07-20 04:54:49
SRC_PRODUCT_B001_000000131,P000131,RV-000131,Premium Kettle 0131,Kestrel,770.39,GBP,Y,2025-04-08 06:04:04,2025-05-23 06:04:04
SRC_PRODUCT_B001_000000132,P000132,RV-000132,Essential Bottle 0132,Axiom,458.89,GBP,Y,2024-07-08 08:18:33,2024-09-03 08:18:33
SRC_PRODUCT_B001_000000133,P000133,RV-000133,Eco Speaker 0133,Kestrel,556.07,GBP,Y,2026-03-13 13:46:45,2026-05-30 13:46:45
SRC_PRODUCT_B001_000000134,P000134,RV-000134,Modern Headphones 0134,Orbis,628.52,GBP,Y,2023-11-30 20:43:17,2024-01-18 20:43:17
SRC_PRODUCT_B001_000000135,P000135,RV-000135,Smart Bottle 0135,Lumina,998.78,GBP,Y,2023-06-02 15:17:42,2023-07-09 15:17:42
SRC_PRODUCT_B001_000000136,P000136,RV-000136,Classic Speaker 0136,Cinder,276.54,GBP,Y,2025-06-02 02:36:24,2025-06-15 02:36:24
SRC_PRODUCT_B001_000000137,P000137,RV-000137,Compact Serum 0137,Velora,217.76,GBP,Y,2026-05-31 05:25:03,2026-08-27 05:25:03
SRC_PRODUCT_B001_000000138,P000138,RV-000138,Classic Lamp 0138,Kestrel,695.31,GBP,Y,2025-01-29 20:03:37,2025-03-18 20:03:37
SRC_PRODUCT_B001_000000139,P000139,RV-000139,Essential Camera 0139,Orbis,658.32,GBP,Y,2026-05-15 23:03:30,2026-06-26 23:03:30
SRC_PRODUCT_B001_000000140,P000140,RV-000140,Essential Blanket 0140,Orbis,86.44,GBP,Y,2024-10-29 09:38:17,2025-01-18 09:38:17
SRC_PRODUCT_B001_000000141,P000141,RV-000141,Ultra Lamp 0141,Northstar,288.97,GBP,Y,2025-04-14 08:32:02,2025-05-29 08:32:02
SRC_PRODUCT_B001_000000142,P000142,RV-000142,Everyday Headphones 0142,Velora,523.39,GBP,Y,2025-12-15 22:20:21,2026-03-09 22:20:21
SRC_PRODUCT_B001_000000143,P000143,RV-000143,Ultra Trainer 0143,Lumina,923.51,GBP,Y,2026-05-11 01:25:15,2026-07-07 01:25:15
SRC_PRODUCT_B001_000000144,P000144,RV-000144,Modern Camera 0144,Axiom,820.45,GBP,Y,2023-03-12 18:25:16,2023-04-14 18:25:16
SRC_PRODUCT_B001_000000145,P000145,RV-000145,Essential Jacket 0145,Meridian,800.49,GBP,Y,2025-07-14 01:49:59,2025-08-16 01:49:59
SRC_PRODUCT_B001_000000146,P000146,RV-000146,Essential Trainer 0146,Velora,62.49,GBP,Y,2025-12-11 14:45:07,2026-02-06 14:45:07
SRC_PRODUCT_B001_000000147,P000147,RV-000147,Smart Bottle 0147,Meridian,211.87,GBP,Y,2025-03-09 20:28:25,2025-05-31 20:28:25
SRC_PRODUCT_B001_000000148,P000148,RV-000148,Classic Bottle 0148,Meridian,306.78,GBP,Y,2023-08-26 11:56:27,2023-09-19 11:56:27
SRC_PRODUCT_B001_000000149,P000149,RV-000149,Modern Speaker 0149,Kestrel,156.19,GBP,Y,2024-08-24 10:03:14,2024-11-20 10:03:14
SRC_PRODUCT_B001_000000150,P000150,RV-000150,Smart Mixer 0150,Northstar,425.44,GBP,Y,2025-11-24 02:51:56,2025-12-12 02:51:56
SRC_PRODUCT_B001_000000151,P000151,RV-000151,Premium Lamp 0151,Lumina,14.23,GBP,Y,2025-11-14 11:36:04,2026-01-27 11:36:04
SRC_PRODUCT_B001_000000152,P000152,RV-000152,Compact Kettle 0152,Cinder,167.35,GBP,Y,2025-03-18 01:48:27,2025-06-10 01:48:27
SRC_PRODUCT_B001_000000153,P000153,RV-000153,Smart Blanket 0153,Cinder,141.77,GBP,Y,2024-01-30 03:50:42,2024-03-21 03:50:42
SRC_PRODUCT_B001_000000154,P000154,RV-000154,Ultra Speaker 0154,Kestrel,8.49,GBP,Y,2023-08-13 03:55:39,2023-08-27 03:55:39
SRC_PRODUCT_B001_000000155,P000155,RV-000155,Pro Lamp 0155,Cinder,663.87,GBP,Y,2025-07-19 08:14:19,2025-09-16 08:14:19
SRC_PRODUCT_B001_000000156,P000156,RV-000156,Premium Blanket 0156,Kestrel,660.91,GBP,Y,2025-04-28 09:08:55,2025-06-01 09:08:55
SRC_PRODUCT_B001_000000157,P000157,RV-000157,Pro Mixer 0157,Velora,126.35,GBP,Y,2025-02-03 10:55:22,2025-03-31 10:55:22
SRC_PRODUCT_B001_000000158,P000158,RV-000158,Eco Kettle 0158,Northstar,266.20,GBP,Y,2024-05-15 19:29:56,2024-08-02 19:29:56
SRC_PRODUCT_B001_000000159,P000159,RV-000159,Smart Blanket 0159,Orbis,32.98,GBP,Y,2025-09-04 17:35:35,2025-09-23 17:35:35
SRC_PRODUCT_B001_000000160,P000160,RV-000160,Ultra Blanket 0160,Meridian,233.60,GBP,Y,2023-08-04 04:52:32,2023-10-19 04:52:32
SRC_PRODUCT_B001_000000161,P000161,RV-000161,Modern Trainer 0161,Cinder,546.20,GBP,Y,2024-05-19 06:06:09,2024-06-13 06:06:09
SRC_PRODUCT_B001_000000162,P000162,RV-000162,Ultra Shirt 0162,Kestrel,108.68,GBP,Y,2025-03-15 02:48:08,2025-04-12 02:48:08
SRC_PRODUCT_B001_000000163,P000163,RV-000163,Pro Shirt 0163,Cinder,495.99,GBP,Y,2024-04-28 12:55:10,2024-05-15 12:55:10
SRC_PRODUCT_B001_000000164,P000164,RV-000164,Eco Serum 0164,Northstar,963.74,GBP,Y,2023-03-22 07:34:20,2023-04-07 07:34:20
SRC_PRODUCT_B001_000000165,P000165,RV-000165,Everyday Headphones 0165,Meridian,172.69,GBP,Y,2026-05-13 05:03:04,2026-07-05 05:03:04
SRC_PRODUCT_B001_000000166,P000166,RV-000166,Ultra Speaker 0166,Lumina,419.81,GBP,Y,2024-06-09 07:12:07,2024-08-05 07:12:07
SRC_PRODUCT_B001_000000167,P000167,RV-000167,Essential Serum 0167,Kestrel,392.37,GBP,Y,2025-10-22 08:42:30,2025-11-19 08:42:30
SRC_PRODUCT_B001_000000168,P000168,RV-000168,Classic Mixer 0168,Lumina,616.57,GBP,Y,2023-03-16 12:13:15,2023-03-25 12:13:15
SRC_PRODUCT_B001_000000169,P000169,RV-000169,Premium Serum 0169,Orbis,834.25,GBP,Y,2024-04-30 08:46:21,2024-07-13 08:46:21
SRC_PRODUCT_B001_000000170,P000170,RV-000170,Compact Headphones 0170,Velora,37.15,GBP,Y,2024-08-01 21:44:22,2024-08-21 21:44:22
SRC_PRODUCT_B001_000000171,P000171,RV-000171,Essential Mixer 0171,Velora,229.66,GBP,Y,2023-02-27 09:07:20,2023-05-06 09:07:20
