source_record_id,return_id,order_id,customer_id,return_timestamp,return_status,return_reason,total_refund_amount,created_at,updated_at
SRC_RETURN_B001_000000032,R000000032,O000115117,C0022544,2025-11-26 23:23:19,COMPLETED,DEFECTIVE,999.59,2025-11-26 23:23:19,2025-11-26 23:23:19
SRC_RETURN_B001_000000033,R000000033,O000034546,C0030474,2026-03-01 09:13:37,COMPLETED,DEFECTIVE,1660.85,2026-03-01 09:13:37,2026-03-01 09:13:37
SRC_RETURN_B001_000000034,R000000034,O000059941,C0008013,2024-05-17 17:43:00,COMPLETED,SIZE_FIT,788.50,2024-05-17 17:43:00,2024-05-17 17:43:00
SRC_RETURN_B001_000000035,R000000035,O000084447,C0029278,2025-07-19 07:25:57,COMPLETED,UNWANTED,2583.54,2025-07-19 07:25:57,2025-07-19 07:25:57
SRC_RETURN_B001_000000036,R000000036,O000081264,C0042762,2026-03-07 00:16:26,COMPLETED,DEFECTIVE,1342.16,2026-03-07 00:16:26,2026-03-07 00:16:26
SRC_RETURN_B001_000000037,R000000037,O000050646,C0007364,2026-10-03 20:49:23,COMPLETED,LATE_DELIVERY,1590.35,2026-10-03 20:49:23,2026-10-03 20:49:23
SRC_RETURN_B001_000000038,R000000038,O000008658,C0007789,2024-06-06 19:48:44,COMPLETED,DEFECTIVE,674.40,2024-06-06 19:48:44,2024-06-06 19:48:44
SRC_RETURN_B001_000000039,R000000039,O000065970,C0020692,2025-05-12 07:45:21,COMPLETED,LATE_DELIVERY,1099.50,2025-05-12 07:45:21,2025-05-12 07:45:21
SRC_RETURN_B001_000000040,R000000040,O000038838,C0024882,2025-08-17 06:20:58,COMPLETED,DAMAGED,1403.95,2025-08-17 06:20:58,2025-08-17 06:20:58
SRC_RETURN_B001_000000041,R000000041,O000120683,C0029250,2025-02-24 09:22:24,COMPLETED,SIZE_FIT,551.59,2025-02-24 09:22:24,2025-02-24 09:22:24
SRC_RETURN_B001_000000042,R000000042,O000011815,C0034867,2026-02-09 07:08:27,COMPLETED,DEFECTIVE,1054.65,2026-02-09 07:08:27,2026-02-09 07:08:27
SRC_RETURN_B001_000000043,R000000043,O000028402,C0036933,2026-02-06 14:30:29,COMPLETED,UNWANTED,1931.87,2026-02-06 14:30:29,2026-02-06 14:30:29
SRC_RETURN_B001_000000044,R000000044,O000027251,C0015002,2026-04-08 13:20:50,COMPLETED,WRONG_ITEM,791.71,2026-04-08 13:20:50,2026-04-08 13:20:50
SRC_RETURN_B001_000000045,R000000045,O000001070,C0010682,2024-04-08 09:13:50,COMPLETED,DAMAGED,270.35,2024-04-08 09:13:50,2024-04-08 09:13:50
SRC_RETURN_B001_000000046,R000000046,O000035421,C0001098,2025-01-06 10:58:31,COMPLETED,DAMAGED,184.45,2025-01-06 10:58:31,2025-01-06 10:58:31
SRC_RETURN_B001_000000047,R000000047,O000087452,C0022961,2024-04-14 23:47:39,COMPLETED,UNWANTED,1262.00,2024-04-14 23:47:39,2024-04-14 23:47:39
SRC_RETURN_B001_000000048,R000000048,O000070737,C0003754,2026-06-06 14:10:37,COMPLETED,LATE_DELIVERY,199.51,2026-06-06 14:10:37,2026-06-06 14:10:37
SRC_RETURN_B001_000000049,R000000049,O000119255,C0041283,2024-09-10 15:35:39,COMPLETED,DAMAGED,315.42,2024-09-10 15:35:39,2024-09-10 15:35:39
SRC_RETURN_B001_000000050,R000000050,O000095979,C0012926,2025-07-14 11:48:57,COMPLETED,SIZE_FIT,1280.01,2025-07-14 11:48:57,2025-07-14 11:48:57
SRC_RETURN_B001_000000051,R000000051,O000108180,C0004193,2026-06-30 12:59:48,COMPLETED,DAMAGED,3158.62,2026-06-30 12:59:48,2026-06-30 12:59:48
SRC_RETURN_B001_000000052,R000000052,O000076072,C0003081,2025-06-08 01:25:01,COMPLETED,SIZE_FIT,875.70,2025-06-08 01:25:01,2025-06-08 01:25:01
SRC_RETURN_B001_000000053,R000000053,O000098362,C0044972,2026-06-28 22:49:56,COMPLETED,DEFECTIVE,1060.92,2026-06-28 22:49:56,2026-06-28 22:49:56
SRC_RETURN_B001_000000054,R000000054,O000072303,C0019221,2025-09-01 08:38:53,COMPLETED,SIZE_FIT,1735.34,2025-09-01 08:38:53,2025-09-01 08:38:53
SRC_RETURN_B001_000000055,R000000055,O000080217,C0008859,2025-02-16 17:58:34,COMPLETED,UNWANTED,2599.95,2025-02-16 17:58:34,2025-02-16 17:58:34
SRC_RETURN_B001_000000056,R000000056,O000064509,C0039356,2025-01-29 09:23:48,COMPLETED,UNWANTED,2195.28,2025-01-29 09:23:48,2025-01-29 09:23:48
SRC_RETURN_B001_000000057,R000000057,O000109294,C0000568,2025-06-11 19:26:45,COMPLETED,WRONG_ITEM,835.05,2025-06-11 19:26:45,2025-06-11 19:26:45
SRC_RETURN_B001_000000058,R000000058,O000042646,C0026201,2026-04-07 21:48:57,COMPLETED,SIZE_FIT,2685.41,2026-04-07 21:48:57,2026-04-07 21:48:57
SRC_RETURN_B001_000000059,R000000059,O000061926,C0025353,2024-04-13 13:44:46,COMPLETED,DAMAGED,1918.09,2024-04-13 13:44:46,2024-04-13 13:44:46
SRC_RETURN_B001_000000060,R000000060,O000050205,C0004764,2026-06-08 14:39:30,COMPLETED,SIZE_FIT,814.67,2026-06-08 14:39:30,2026-06-08 14:39:30
SRC_RETURN_B001_000000061,R000000061,O000107373,C0036567,2025-11-08 07:24:46,COMPLETED,WRONG_ITEM,1806.73,2025-11-08 07:24:46,2025-11-08 07:24:46
SRC_RETURN_B001_000000062,R000000062,O000106165,C0034340,2025-07-16 04:34:06,COMPLETED,WRONG_ITEM,228.82,2025-07-16 04:34:06,2025-07-16 04:34:06
SRC_RETURN_B001_000000063,R000000063,O000041661,C0006130,2026-05-12 08:12:56,COMPLETED,WRONG_ITEM,4.98,2026-05-12 08:12:56,2026-05-12 08:12:56
SRC_RETURN_B001_000000064,R000000064,O000007862,C0044061,2026-05-09 00:10:16,COMPLETED,LATE_DELIVERY,812.36,2026-05-09 00:10:16,2026-05-09 00:10:16
SRC_RETURN_B001_000000065,R000000065,O000052904,C0029877,2024-10-01 20:20:45,COMPLETED,DAMAGED,923.05,2024-10-01 20:20:45,2024-10-01 20:20:45
SRC_RETURN_B001_000000066,R000000066,O000025554,C0000271,2024-08-19 05:00:11,COMPLETED,SIZE_FIT,710.75,2024-08-19 05:00:11,2024-08-19 05:00:11
SRC_RETURN_B001_000000067,R000000067,O000102939,C0011918,2025-07-02 09:59:13,COMPLETED,DAMAGED,2784.85,2025-07-02 09:59:13,2025-07-02 09:59:13
SRC_RETURN_B001_000000068,R000000068,O000060950,C0037157,2026-01-04 02:34:49,COMPLETED,LATE_DELIVERY,1082.66,2026-01-04 02:34:49,2026-01-04 02:34:49
SRC_RETURN_B001_000000069,R000000069,O000055219,C0011352,2025-03-22 11:27:27,COMPLETED,WRONG_ITEM,83.70,2025-03-22 11:27:27,2025-03-22 11:27:27
SRC_RETURN_B001_000000070,R000000070,O000060559,C0015904,2024-05-18 23:05:59,COMPLETED,WRONG_ITEM,836.18,2024-05-18 23:05:59,2024-05-18 23:05:59
SRC_RETURN_B001_000000071,R000000071,O000097797,C0000437,2024-11-12 02:14:19,COMPLETED,SIZE_FIT,242.92,2024-11-12 02:14:19,2024-11-12 02:14:19
SRC_RETURN_B001_000000072,R000000072,O000030071,C0034819,2026-05-29 06:47:20,COMPLETED,WRONG_ITEM,640.89,2026-05-29 06:47:20,2026-05-29 06:47:20
SRC_RETURN_B001_000000073,R000000073,O000067307,C0001930,2026-04-30 19:14:55,COMPLETED,UNWANTED,3766.06,2026-04-30 19:14:55,2026-04-30 19:14:55
SRC_RETURN_B001_000000074,R000000074,O000106594,C0029413,2026-08-13 00:02:27,COMPLETED,SIZE_FIT,2754.15,2026-08-13 00:02:27,2026-08-13 00:02:27
SRC_RETURN_B001_000000075,R000000075,O000096375,C0024751,2024-10-04 17:46:20,COMPLETED,DEFECTIVE,1038.16,2024-10-04 17:46:20,2024-10-04 17:46:20
SRC_RETURN_B001_000000076,R000000076,O000046260,C0008536,2026-05-30 05:41:19,COMPLETED,UNWANTED,2320.21,2026-05-30 05:41:19,2026-05-30 05:41:19
SRC_RETURN_B001_000000077,R000000077,O000003043,C0031005,2026-07-18 04:10:44,COMPLETED,DEFECTIVE,570.44,2026-07-18 04:10:44,2026-07-18 04:10:44
SRC_RETURN_B001_000000078,R000000078,O000081382,C0004017,2024-08-02 13:38:42,COMPLETED,DAMAGED,625.61,2024-08-02 13:38:42,2024-08-02 13:38:42
SRC_RETURN_B001_000000079,R000000079,O000105218,C0006864,2024-09-10 16:18:42,COMPLETED,DAMAGED,898.15,2024-09-10 16:18:42,2024-09-10 16:18:42
SRC_RETURN_B001_000000080,R000000080,O000003758,C0045797,2026-05-13 18:43:23,COMPLETED,DAMAGED,187.20,2026-05-13 18:43:23,2026-05-13 18:43:23
SRC_RETURN_B001_000000081,R000000081,O000030898,C0033450,2024-03-16 06:07:26,COMPLETED,DAMAGED,1205.82,2024-03-16 06:07:26,2024-03-16 06:07:26
SRC_RETURN_B001_000000082,R000000082,O000118992,C0008787,2024-08-31 05:13:08,COMPLETED,DAMAGED,2840.61,2024-08-31 05:13:08,2024-08-31 05:13:08
SRC_RETURN_B001_000000083,R000000083,O000097704,C0046739,2026-05-06 16:39:25,COMPLETED,DEFECTIVE,647.18,2026-05-06 16:39:25,2026-05-06 16:39:25
SRC_RETURN_B001_000000084,R000000084,O000115491,C0006466,2026-09-13 14:42:11,COMPLETED,UNWANTED,643.60,2026-09-13 14:42:11,2026-09-13 14:42:11
SRC_RETURN_B001_000000085,R000000085,O000109821,C0022443,2024-05-03 13:56:36,COMPLETED,LATE_DELIVERY,3253.19,2024-05-03 13:56:36,2024-05-03 13:56:36
SRC_RETURN_B001_000000086,R000000086,O000118947,C0040163,2025-04-13 07:12:59,COMPLETED,DEFECTIVE,1213.27,2025-04-13 07:12:59,2025-04-13 07:12:59
SRC_RETURN_B001_000000087,R000000087,O000013439,C0048751,2025-04-09 19:43:07,COMPLETED,LATE_DELIVERY,1511.91,2025-04-09 19:43:07,2025-04-09 19:43:07
SRC_RETURN_B001_000000088,R000000088,O000044428,C0037204,2025-12-12 11:20:33,COMPLETED,UNWANTED,1867.94,2025-12-12 11:20:33,2025-12-12 11:20:33
SRC_RETURN_B001_000000089,R000000089,O000003598,C0043781,2024-09-25 10:25:40,COMPLETED,DAMAGED,710.75,2024-09-25 10:25:40,2024-09-25 10:25:40
SRC_RETURN_B001_000000090,R000000090,O000011513,C0015940,2024-04-02 03:58:17,COMPLETED,DAMAGED,2980.83,2024-04-02 03:58:17,2024-04-02 03:58:17
SRC_RETURN_B001_000000091,R000000091,O000115733,C0023852,2025-05-13 23:39:19,COMPLETED,SIZE_FIT,862.73,2025-05-13 23:39:19,2025-05-13 23:39:19
SRC_RETURN_B001_000000092,R000000092,O000083066,C0043507,2024-03-12 12:04:26,COMPLETED,DAMAGED,2377.65,2024-03-12 12:04:26,2024-03-12 12:04:26
SRC_RETURN_B001_000000093,R000000093,O000052569,C0029937,2026-04-07 21:26:51,COMPLETED,WRONG_ITEM,824.40,2026-04-07 21:26:51,2026-04-07 21:26:51
SRC_RETURN_B001_000000094,R000000094,O000041871,C0011949,2026-05-28 23:10:03,COMPLETED,DAMAGED,933.24,2026-05-28 23:10:03,2026-05-28 23:10:03
SRC_RETURN_B001_000000095,R000000095,O000098106,C0013823,2026-03-15 07:52:53,COMPLETED,LATE_DELIVERY,1085.71,2026-03-15 07:52:53,2026-03-15 07:52:53
SRC_RETURN_B001_000000096,R000000096,O000045915,C0027584,2024-03-05 20:31:51,COMPLETED,WRONG_ITEM,1012.25,2024-03-05 20:31:51,2024-03-05 20:31:51
SRC_RETURN_B001_000000097,R000000097,O000107727,C0032807,2025-09-10 07:08:25,COMPLETED,DAMAGED,674.79,2025-09-10 07:08:25,2025-09-10 07:08:25
SRC_RETURN_B001_000000098,R000000098,O000052363,C0006648,2025-12-19 11:00:02,COMPLETED,SIZE_FIT,3269.47,2025-12-19 11:00:02,2025-12-19 11:00:02
SRC_RETURN_B001_000000099,R000000099,O000022840,C0046516,2024-01-29 00:49:00,COMPLETED,SIZE_FIT,27.07,2024-01-29 00:49:00,2024-01-29 00:49:00
SRC_RETURN_B001_000000100,R000000100,O000044583,C0045621,2026-04-05 08:31:22,COMPLETED,LATE_DELIVERY,2753.78,2026-04-05 08:31:22,2026-04-05 08:31:22
SRC_RETURN_B001_000000101,R000000101,O000116460,C0015996,2025-05-20 18:50:45,COMPLETED,DEFECTIVE,1125.38,2025-05-20 18:50:45,2025-05-20 18:50:45
SRC_RETURN_B001_000000102,R000000102,O000059555,C0025565,2026-07-24 00:09:44,COMPLETED,LATE_DELIVERY,2084.36,2026-07-24 00:09:44,2026-07-24 00:09:44
SRC_RETURN_B001_000000103,R000000103,O000105125,C0006810,2024-06-14 18:44:40,COMPLETED,UNWANTED,915.48,2024-06-14 18:44:40,2024-06-14 18:44:40
SRC_RETURN_B001_000000104,R000000104,O000016732,C0041578,2026-09-02 09:40:58,COMPLETED,DAMAGED,1852.66,2026-09-02 09:40:58,2026-09-02 09:40:58
SRC_RETURN_B001_000000105,R000000105,O000055086,C0027384,2025-08-18 16:18:33,COMPLETED,DAMAGED,394.07,2025-08-18 16:18:33,2025-08-18 16:18:33
SRC_RETURN_B001_000000106,R000000106,O000022321,C0034864,2025-09-26 15:23:05,COMPLETED,DEFECTIVE,425.38,2025-09-26 15:23:05,2025-09-26 15:23:05
SRC_RETURN_B001_000000107,R000000107,O000006527,C0013295,2024-07-31 02:37:59,COMPLETED,WRONG_ITEM,1265.03,2024-07-31 02:37:59,2024-07-31 02:37:59
SRC_RETURN_B001_000000108,R000000108,O000026552,C0043883,2025-11-08 02:07:49,COMPLETED,WRONG_ITEM,3308.63,2025-11-08 02:07:49,2025-11-08 02:07:49
SRC_RETURN_B001_000000109,R000000109,O000052240,C0035985,2025-01-04 03:34:47,COMPLETED,WRONG_ITEM,671.46,2025-01-04 03:34:47,2025-01-04 03:34:47
SRC_RETURN_B001_000000110,R000000110,O000089506,C0034188,2025-03-05 04:31:23,COMPLETED,DEFECTIVE,961.25,2025-03-05 04:31:23,2025-03-05 04:31:23
SRC_RETURN_B001_000000111,R000000111,O000017276,C0025388,2024-11-24 06:48:25,COMPLETED,DEFECTIVE,2206.74,2024-11-24 06:48:25,2024-11-24 06:48:25
SRC_RETURN_B001_000000112,R000000112,O000098196,C0019464,2026-03-11 09:15:23,COMPLETED,SIZE_FIT,620.30,2026-03-11 09:15:23,2026-03-11 09:15:23
SRC_RETURN_B001_000000113,R000000113,O000026386,C0039410,2026-03-18 12:00:29,COMPLETED,LATE_DELIVERY,1308.58,2026-03-18 12:00:29,2026-03-18 12:00:29
SRC_RETURN_B001_000000114,R000000114,O000042380,C0036234,2024-01-10 06:02:57,COMPLETED,LATE_DELIVERY,371.14,2024-01-10 06:02:57,2024-01-10 06:02:57
SRC_RETURN_B001_000000115,R000000115,O000014597,C0021095,2025-03-13 19:59:17,COMPLETED,DAMAGED,1116.51,2025-03-13 19:59:17,2025-03-13 19:59:17
SRC_RETURN_B001_000000116,R000000116,O000091052,C0041142,2026-02-05 02:47:42,COMPLETED,DAMAGED,2353.66,2026-02-05 02:47:42,2026-02-05 02:47:42
SRC_RETURN_B001_000000117,R000000117,O000001045,C0035089,2026-08-29 13:03:50,COMPLETED,DEFECTIVE,628.07,2026-08-29 13:03:50,2026-08-29 13:03:50
SRC_RETURN_B001_000000118,R000000118,O000000361,C0047058,2026-02-16 17:30:21,COMPLETED,DEFECTIVE,694.37,2026-02-16 17:30:21,2026-02-16 17:30:21
SRC_RETURN_B001_000000119,R000000119,O000048928,C0007444,2025-11-23 13:18:50,COMPLETED,SIZE_FIT,1508.04,2025-11-23 13:18:50,2025-11-23 13:18:50
SRC_RETURN_B001_000000120,R000000120,O000003526,C0023733,2024-09-18 17:52:31,COMPLETED,SIZE_FIT,786.67,2024-09-18 17:52:31,2024-09-18 17:52:31
SRC_RETURN_B001_000000121,R000000121,O000035289,C0020373,2025-09-18 21:44:06,COMPLETED,SIZE_FIT,1010.94,2025-09-18 21:44:06,2025-09-18 21:44:06
SRC_RETURN_B001_000000122,R000000122,O000049655,C0011110,2026-04-20 18:16:33,COMPLETED,LATE_DELIVERY,2133.69,2026-04-20 18:16:33,2026-04-20 18:16:33
SRC_RETURN_B001_000000123,R000000123,O000106344,C0033081,2025-10-08 14:11:47,COMPLETED,SIZE_FIT,829.91,2025-10-08 14:11:47,2025-10-08 14:11:47
SRC_RETURN_B001_000000124,R000000124,O000109871,C0046726,2026-09-09 19:45:55,COMPLETED,DAMAGED,76.49,2026-09-09 19:45:55,2026-09-09 19:45:55
SRC_RETURN_B001_000000125,R000000125,O000113333,C0017225,2026-07-30 00:55:20,COMPLETED,LATE_DELIVERY,193.79,2026-07-30 00:55:20,2026-07-30 00:55:20
SRC_RETURN_B001_000000126,R000000126,O000010525,C0025747,2025-11-05 21:45:57,COMPLETED,LATE_DELIVERY,2273.64,2025-11-05 21:45:57,2025-11-05 21:45:57
SRC_RETURN_B001_000000127,R000000127,O000014051,C0027350,2026-03-26 14:06:32,COMPLETED,DAMAGED,22.02,2026-03-26 14:06:32,2026-03-26 14:06:32
SRC_RETURN_B001_000000128,R000000128,O000034297,C0032412,2024-10-14 01:46:42,COMPLETED,DAMAGED,12.71,2024-10-14 01:46:42,2024-10-14 01:46:42
SRC_RETURN_B001_000000129,R000000129,O000058295,C0014032,2026-01-16 10:33:17,COMPLETED,LATE_DELIVERY,89.16,2026-01-16 10:33:17,2026-01-16 10:33:17
SRC_RETURN_B001_000000130,R000000130,O000010905,C0046574,2024-08-03 17:36:31,COMPLETED,DEFECTIVE,852.32,2024-08-03 17:36:31,2024-08-03 17:36:31
SRC_RETURN_B001_000000131,R000000131,O000057356,C0025432,2025-10-16 22:56:33,COMPLETED,UNWANTED,427.93,2025-10-16 22:56:33,2025-10-16 22:56:33
SRC_RETURN_B001_000000132,R000000132,O000086069,C0044059,2024-02-08 06:49:57,COMPLETED,SIZE_FIT,581.96,2024-02-08 06:49:57,2024-02-08 06:49:57
SRC_RETURN_B001_000000133,R000000133,O000074040,C0009247,2024-09-25 07:49:24,COMPLETED,UNWANTED,763.98,2024-09-25 07:49:24,2024-09-25 07:49:24
SRC_RETURN_B001_000000134,R000000134,O000080239,C0022572,2024-10-22 03:31:25,COMPLETED,DEFECTIVE,3230.80,2024-10-22 03:31:25,2024-10-22 03:31:25
SRC_RETURN_B001_000000135,R000000135,O000004800,C0030876,2026-07-01 03:56:19,COMPLETED,DAMAGED,2437.44,2026-07-01 03:56:19,2026-07-01 03:56:19
SRC_RETURN_B001_000000136,R000000136,O000024213,C0037002,2025-02-25 22:47:38,COMPLETED,DEFECTIVE,1166.92,2025-02-25 22:47:38,2025-02-25 22:47:38
SRC_RETURN_B001_000000137,R000000137,O000004799,C0033586,2025-09-17 19:34:27,COMPLETED,WRONG_ITEM,2583.07,2025-09-17 19:34:27,2025-09-17 19:34:27
SRC_RETURN_B001_000000138,R000000138,O000106082,C0016474,2024-09-25 07:31:49,COMPLETED,UNWANTED,1596.87,2024-09-25 07:31:49,2024-09-25 07:31:49
SRC_RETURN_B001_000000139,R000000139,O000079712,C0005380,2026-04-10 16:15:28,COMPLETED,DEFECTIVE,2615.78,2026-04-10 16:15:28,2026-04-10 16:15:28
SRC_RETURN_B001_000000140,R000000140,O000075176,C0044738,2025-02-26 14:40:27,COMPLETED,SIZE_FIT,631.96,2025-02-26 14:40:27,2025-02-26 14:40:27
SRC_RETURN_B001_000000141,R000000141,O000083403,C0030749,2026-08-03 21:28:29,COMPLETED,DEFECTIVE,1126.13,2026-08-03 21:28:29,2026-08-03 21:28:29
SRC_RETURN_B001_000000142,R000000142,O000002580,C0014251,2024-05-16 06:31:51,COMPLETED,DAMAGED,2894.04,2024-05-16 06:31:51,2024-05-16 06:31:51
SRC_RETURN_B001_000000143,R000000143,O000078474,C0022888,2025-04-14 11:48:33,COMPLETED,UNWANTED,779.40,2025-04-14 11:48:33,2025-04-14 11:48:33
SRC_RETURN_B001_000000144,R000000144,O000063667,C0036742,2024-07-28 18:17:45,COMPLETED,WRONG_ITEM,750.20,2024-07-28 18:17:45,2024-07-28 18:17:45
SRC_RETURN_B001_000000145,R000000145,O000078390,C0017310,2025-08-26 04:07:22,COMPLETED,DAMAGED,2473.16,2025-08-26 04:07:22,2025-08-26 04:07:22
SRC_RETURN_B001_000000146,R000000146,O000117355,C0007476,2025-01-29 21:58:51,COMPLETED,WRONG_ITEM,259.98,2025-01-29 21:58:51,2025-01-29 21:58:51
SRC_RETURN_B001_000000147,R000000147,O000117566,C0006882,2024-12-27 01:30:25,COMPLETED,DAMAGED,2508.15,2024-12-27 01:30:25,2024-12-27 01:30:25
SRC_RETURN_B001_000000148,R000000148,O000093790,C0013874,2025-01-10 14:04:58,COMPLETED,WRONG_ITEM,2522.41,2025-01-10 14:04:58,2025-01-10 14:04:58
SRC_RETURN_B001_000000149,R000000149,O000001554,C0015048,2026-01-05 12:21:57,COMPLETED,DEFECTIVE,2740.51,2026-01-05 12:21:57,2026-01-05 12:21:57
SRC_RETURN_B001_000000150,R000000150,O000063795,C0044343,2025-11-30 08:18:22,COMPLETED,DEFECTIVE,451.70,2025-11-30 08:18:22,2025-11-30 08:18:22
SRC_RETURN_B001_000000151,R000000151,O000024381,C0016951,2025-06-17 17:48:28,COMPLETED,UNWANTED,2438.40,2025-06-17 17:48:28,2025-06-17 17:48:28
SRC_RETURN_B001_000000152,R000000152,O000078309,C0026842,2024-02-04 08:30:30,COMPLETED,UNWANTED,760.73,2024-02-04 08:30:30,2024-02-04 08:30:30
SRC_RETURN_B001_000000153,R000000153,O000074962,C0019287,2024-12-20 16:22:39,COMPLETED,DAMAGED,2537.00,2024-12-20 16:22:39,2024-12-20 16:22:39
SRC_RETURN_B001_000000154,R000000154,O000068400,C0047373,2026-02-07 18:30:19,COMPLETED,LATE_DELIVERY,1230.50,2026-02-07 18:30:19,2026-02-07 18:30:19
