source_record_id,return_item_id,return_id,order_item_id,product_id,quantity,refund_amount,return_reason,created_at,updated_at
SRC_RETURN_ITEM_B001_000000022,RI0000000022,R000000031,OI0000000119,P000176,1,883.06,SIZE_FIT,2026-05-26 05:26:10,2026-05-26 05:26:10
SRC_RETURN_ITEM_B001_000000023,RI0000000023,R000000031,OI0000000118,P000012,1,50.22,DEFECTIVE,2026-05-26 05:26:10,2026-05-26 05:26:10
SRC_RETURN_ITEM_B001_000000024,RI0000000024,R000009776,OI0000000141,P000309,1,20.89,LATE_DELIVERY,2025-01-18 09:51:29,2025-01-18 09:51:29
SRC_RETURN_ITEM_B001_000000025,RI0000000025,R000003189,OI0000000143,P000153,1,170.12,DEFECTIVE,2024-03-10 13:21:21,2024-03-10 13:21:21
SRC_RETURN_ITEM_B001_000000026,RI0000000026,R000014672,OI0000000159,P000025,2,1639.69,DAMAGED,2024-06-07 13:38:03,2024-06-07 13:38:03
SRC_RETURN_ITEM_B001_000000027,RI0000000027,R000014672,OI0000000156,P000246,1,41.78,UNWANTED,2024-06-07 13:38:03,2024-06-07 13:38:03
SRC_RETURN_ITEM_B001_000000028,RI0000000028,R000014672,OI0000000157,P000430,1,32.59,SIZE_FIT,2024-06-07 13:38:03,2024-06-07 13:38:03
SRC_RETURN_ITEM_B001_000000029,RI0000000029,R000021065,OI0000000186,P000089,2,1535.18,UNWANTED,2024-02-15 19:20:36,2024-02-15 19:20:36
SRC_RETURN_ITEM_B001_000000030,RI0000000030,R000021065,OI0000000187,P000223,1,363.84,UNWANTED,2024-02-15 19:20:36,2024-02-15 19:20:36
SRC_RETURN_ITEM_B001_000000031,RI0000000031,R000007878,OI0000000199,P000008,1,182.12,SIZE_FIT,2025-12-01 01:20:38,2025-12-01 01:20:38
SRC_RETURN_ITEM_B001_000000032,RI0000000032,R000007878,OI0000000198,P000116,1,284.06,DAMAGED,2025-12-01 01:20:38,2025-12-01 01:20:38
SRC_RETURN_ITEM_B001_000000033,RI0000000033,R000008313,OI0000000203,P000219,1,184.67,DAMAGED,2024-05-30 21:06:19,2024-05-30 21:06:19
SRC_RETURN_ITEM_B001_000000034,RI0000000034,R000008313,OI0000000206,P000203,1,877.24,SIZE_FIT,2024-05-30 21:06:19,2024-05-30 21:06:19
SRC_RETURN_ITEM_B001_000000035,RI0000000035,R000016248,OI0000000212,P000171,1,220.48,LATE_DELIVERY,2025-11-11 15:29:58,2025-11-11 15:29:58
SRC_RETURN_ITEM_B001_000000036,RI0000000036,R000016248,OI0000000211,P000208,1,1030.52,LATE_DELIVERY,2025-11-11 15:29:58,2025-11-11 15:29:58
SRC_RETURN_ITEM_B001_000000037,RI0000000037,R000000196,OI0000000233,P000161,1,655.44,DEFECTIVE,2025-05-08 14:20:23,2025-05-08 14:20:23
SRC_RETURN_ITEM_B001_000000038,RI0000000038,R000014369,OI0000000272,P000180,1,83.70,WRONG_ITEM,2024-02-21 09:47:22,2024-02-21 09:47:22
SRC_RETURN_ITEM_B001_000000039,RI0000000039,R000014369,OI0000000271,P000265,1,379.63,SIZE_FIT,2024-02-21 09:47:22,2024-02-21 09:47:22
SRC_RETURN_ITEM_B001_000000040,RI0000000040,R000014369,OI0000000269,P000212,1,1136.82,WRONG_ITEM,2024-02-21 09:47:22,2024-02-21 09:47:22
SRC_RETURN_ITEM_B001_000000041,RI0000000041,R000018384,OI0000000276,P000143,1,1108.21,SIZE_FIT,2024-01-15 06:12:21,2024-01-15 06:12:21
SRC_RETURN_ITEM_B001_000000042,RI0000000042,R000005042,OI0000000292,P000241,1,12.36,DAMAGED,2024-04-11 08:20:39,2024-04-11 08:20:39
SRC_RETURN_ITEM_B001_000000043,RI0000000043,R000005042,OI0000000293,P000365,1,792.68,LATE_DELIVERY,2024-04-11 08:20:39,2024-04-11 08:20:39
SRC_RETURN_ITEM_B001_000000044,RI0000000044,R000009669,OI0000000297,P000226,1,720.10,WRONG_ITEM,2025-12-07 20:53:15,2025-12-07 20:53:15
SRC_RETURN_ITEM_B001_000000045,RI0000000045,R000009669,OI0000000296,P000099,2,1484.49,SIZE_FIT,2025-12-07 20:53:15,2025-12-07 20:53:15
SRC_RETURN_ITEM_B001_000000046,RI0000000046,R000019374,OI0000000308,P000354,1,1065.90,DAMAGED,2026-05-15 16:19:21,2026-05-15 16:19:21
SRC_RETURN_ITEM_B001_000000047,RI0000000047,R000019374,OI0000000311,P000439,1,526.24,DEFECTIVE,2026-05-15 16:19:21,2026-05-15 16:19:21
SRC_RETURN_ITEM_B001_000000048,RI0000000048,R000019931,OI0000000337,P000258,4,120.34,SIZE_FIT,2024-02-16 18:17:39,2024-02-16 18:17:39
SRC_RETURN_ITEM_B001_000000049,RI0000000049,R000019931,OI0000000334,P000391,1,578.92,WRONG_ITEM,2024-02-16 18:17:39,2024-02-16 18:17:39
SRC_RETURN_ITEM_B001_000000050,RI0000000050,R000019931,OI0000000336,P000213,1,1077.04,LATE_DELIVERY,2024-02-16 18:17:39,2024-02-16 18:17:39
SRC_RETURN_ITEM_B001_000000051,RI0000000051,R000020741,OI0000000346,P000319,1,15.54,UNWANTED,2025-12-16 16:33:58,2025-12-16 16:33:58
SRC_RETURN_ITEM_B001_000000052,RI0000000052,R000005953,OI0000000371,P000353,1,918.26,DEFECTIVE,2026-10-14 03:30:11,2026-10-14 03:30:11
SRC_RETURN_ITEM_B001_000000053,RI0000000053,R000005953,OI0000000370,P000185,1,749.95,LATE_DELIVERY,2026-10-14 03:30:11,2026-10-14 03:30:11
SRC_RETURN_ITEM_B001_000000054,RI0000000054,R000005953,OI0000000369,P000064,1,157.56,SIZE_FIT,2026-10-14 03:30:11,2026-10-14 03:30:11
SRC_RETURN_ITEM_B001_000000055,RI0000000055,R000010019,OI0000000375,P000003,4,1688.16,WRONG_ITEM,2026-07-08 16:51:27,2026-07-08 16:51:27
SRC_RETURN_ITEM_B001_000000056,RI0000000056,R000018616,OI0000000383,P000324,1,576.70,LATE_DELIVERY,2026-07-14 22:08:03,2026-07-14 22:08:03
SRC_RETURN_ITEM_B001_000000057,RI0000000057,R000002246,OI0000000392,P000208,2,1957.99,WRONG_ITEM,2025-05-09 13:57:11,2025-05-09 13:57:11
SRC_RETURN_ITEM_B001_000000058,RI0000000058,R000002246,OI0000000393,P000050,2,717.50,DEFECTIVE,2025-05-09 13:57:11,2025-05-09 13:57:11
SRC_RETURN_ITEM_B001_000000059,RI0000000059,R000014997,OI0000000400,P000113,1,244.01,DEFECTIVE,2026-04-23 13:58:11,2026-04-23 13:58:11
SRC_RETURN_ITEM_B001_000000060,RI0000000060,R000018994,OI0000000433,P000190,1,362.41,DEFECTIVE,2024-03-19 01:38:01,2024-03-19 01:38:01
SRC_RETURN_ITEM_B001_000000061,RI0000000061,R000008050,OI0000000445,P000189,1,224.20,DAMAGED,2026-09-17 09:38:29,2026-09-17 09:38:29
SRC_RETURN_ITEM_B001_000000062,RI0000000062,R000008050,OI0000000446,P000328,1,606.78,DEFECTIVE,2026-09-17 09:38:29,2026-09-17 09:38:29
SRC_RETURN_ITEM_B001_000000063,RI0000000063,R000008651,OI0000000465,P000324,2,1217.47,DEFECTIVE,2026-03-23 07:53:59,2026-03-23 07:53:59
SRC_RETURN_ITEM_B001_000000064,RI0000000064,R000007870,OI0000000468,P000187,1,252.56,SIZE_FIT,2026-09-03 01:09:55,2026-09-03 01:09:55
SRC_RETURN_ITEM_B001_000000065,RI0000000065,R000011072,OI0000000502,P000363,1,1021.27,DAMAGED,2025-11-22 17:50:27,2025-11-22 17:50:27
SRC_RETURN_ITEM_B001_000000066,RI0000000066,R000008071,OI0000000504,P000359,1,204.55,DAMAGED,2024-06-15 20:31:49,2024-06-15 20:31:49
SRC_RETURN_ITEM_B001_000000067,RI0000000067,R000011330,OI0000000506,P000178,3,756.81,WRONG_ITEM,2025-01-26 18:17:34,2025-01-26 18:17:34
SRC_RETURN_ITEM_B001_000000068,RI0000000068,R000011330,OI0000000505,P000441,1,907.38,SIZE_FIT,2025-01-26 18:17:34,2025-01-26 18:17:34
SRC_RETURN_ITEM_B001_000000069,RI0000000069,R000010421,OI0000000515,P000388,1,878.81,DAMAGED,2025-01-10 13:32:04,2025-01-10 13:32:04
SRC_RETURN_ITEM_B001_000000070,RI0000000070,R000010421,OI0000000514,P000241,1,9.89,DAMAGED,2025-01-10 13:32:04,2025-01-10 13:32:04
SRC_RETURN_ITEM_B001_000000071,RI0000000071,R000016595,OI0000000519,P000307,1,85.18,UNWANTED,2024-02-16 06:11:56,2024-02-16 06:11:56
SRC_RETURN_ITEM_B001_000000072,RI0000000072,R000016595,OI0000000516,P000034,1,975.96,LATE_DELIVERY,2024-02-16 06:11:56,2024-02-16 06:11:56
SRC_RETURN_ITEM_B001_000000073,RI0000000073,R000016595,OI0000000518,P000027,2,1592.35,DAMAGED,2024-02-16 06:11:56,2024-02-16 06:11:56
SRC_RETURN_ITEM_B001_000000074,RI0000000074,R000005738,OI0000000521,P000153,2,340.25,SIZE_FIT,2025-10-15 12:54:44,2025-10-15 12:54:44
SRC_RETURN_ITEM_B001_000000075,RI0000000075,R000005738,OI0000000520,P000491,1,1039.11,WRONG_ITEM,2025-10-15 12:54:44,2025-10-15 12:54:44
SRC_RETURN_ITEM_B001_000000076,RI0000000076,R000013837,OI0000000527,P000395,1,153.13,WRONG_ITEM,2024-04-12 20:02:40,2024-04-12 20:02:40
SRC_RETURN_ITEM_B001_000000077,RI0000000077,R000013837,OI0000000528,P000039,2,1567.78,SIZE_FIT,2024-04-12 20:02:40,2024-04-12 20:02:40
SRC_RETURN_ITEM_B001_000000078,RI0000000078,R000004350,OI0000000535,P000079,1,926.39,SIZE_FIT,2024-03-13 16:36:43,2024-03-13 16:36:43
SRC_RETURN_ITEM_B001_000000079,RI0000000079,R000004350,OI0000000533,P000376,1,750.07,SIZE_FIT,2024-03-13 16:36:43,2024-03-13 16:36:43
SRC_RETURN_ITEM_B001_000000080,RI0000000080,R000004350,OI0000000534,P000384,1,352.57,SIZE_FIT,2024-03-13 16:36:43,2024-03-13 16:36:43
SRC_RETURN_ITEM_B001_000000081,RI0000000081,R000019309,OI0000000536,P000155,1,677.15,WRONG_ITEM,2025-04-07 03:39:48,2025-04-07 03:39:48
SRC_RETURN_ITEM_B001_000000082,RI0000000082,R000002536,OI0000000569,P000160,2,532.61,SIZE_FIT,2024-11-04 05:29:07,2024-11-04 05:29:07
SRC_RETURN_ITEM_B001_000000083,RI0000000083,R000002348,OI0000000628,P000297,1,452.73,WRONG_ITEM,2025-12-31 02:02:41,2025-12-31 02:02:41
SRC_RETURN_ITEM_B001_000000084,RI0000000084,R000002348,OI0000000631,P000252,1,1126.78,SIZE_FIT,2025-12-31 02:02:41,2025-12-31 02:02:41
SRC_RETURN_ITEM_B001_000000085,RI0000000085,R000000353,OI0000000646,P000314,1,402.88,LATE_DELIVERY,2025-08-15 20:55:51,2025-08-15 20:55:51
SRC_RETURN_ITEM_B001_000000086,RI0000000086,R000000353,OI0000000648,P000422,1,113.14,DAMAGED,2025-08-15 20:55:51,2025-08-15 20:55:51
SRC_RETURN_ITEM_B001_000000087,RI0000000087,R000000353,OI0000000647,P000240,2,1460.65,WRONG_ITEM,2025-08-15 20:55:51,2025-08-15 20:55:51
SRC_RETURN_ITEM_B001_000000088,RI0000000088,R000011277,OI0000000670,P000063,1,820.37,LATE_DELIVERY,2024-11-08 10:13:08,2024-11-08 10:13:08
SRC_RETURN_ITEM_B001_000000089,RI0000000089,R000009694,OI0000000675,P000447,1,986.94,DAMAGED,2026-09-03 11:31:52,2026-09-03 11:31:52
SRC_RETURN_ITEM_B001_000000090,RI0000000090,R000003217,OI0000000703,P000062,1,780.28,DEFECTIVE,2025-03-14 07:51:40,2025-03-14 07:51:40
SRC_RETURN_ITEM_B001_000000091,RI0000000091,R000019950,OI0000000733,P000495,1,943.37,SIZE_FIT,2024-10-20 13:50:33,2024-10-20 13:50:33
SRC_RETURN_ITEM_B001_000000092,RI0000000092,R000016037,OI0000000735,P000157,1,151.62,LATE_DELIVERY,2026-05-11 07:25:45,2026-05-11 07:25:45
SRC_RETURN_ITEM_B001_000000093,RI0000000093,R000018670,OI0000000738,P000088,2,995.42,UNWANTED,2024-05-19 07:42:52,2024-05-19 07:42:52
SRC_RETURN_ITEM_B001_000000094,RI0000000094,R000018670,OI0000000737,P000080,1,674.76,WRONG_ITEM,2024-05-19 07:42:52,2024-05-19 07:42:52
SRC_RETURN_ITEM_B001_000000095,RI0000000095,R000010917,OI0000000764,P000179,1,59.35,WRONG_ITEM,2026-01-10 00:39:08,2026-01-10 00:39:08
SRC_RETURN_ITEM_B001_000000096,RI0000000096,R000010917,OI0000000767,P000060,1,827.18,LATE_DELIVERY,2026-01-10 00:39:08,2026-01-10 00:39:08
SRC_RETURN_ITEM_B001_000000097,RI0000000097,R000010917,OI0000000765,P000082,1,226.42,SIZE_FIT,2026-01-10 00:39:08,2026-01-10 00:39:08
SRC_RETURN_ITEM_B001_000000098,RI0000000098,R000017916,OI0000000823,P000481,1,218.83,WRONG_ITEM,2026-03-21 00:29:35,2026-03-21 00:29:35
SRC_RETURN_ITEM_B001_000000099,RI0000000099,R000017916,OI0000000824,P000373,1,872.83,UNWANTED,2026-03-21 00:29:35,2026-03-21 00:29:35
SRC_RETURN_ITEM_B001_000000100,RI0000000100,R000008865,OI0000000830,P000251,2,1378.46,DEFECTIVE,2026-02-09 10:47:04,2026-02-09 10:47:04
SRC_RETURN_ITEM_B001_000000101,RI0000000101,R000008865,OI0000000829,P000038,1,262.56,UNWANTED,2026-02-09 10:47:04,2026-02-09 10:47:04
SRC_RETURN_ITEM_B001_000000102,RI0000000102,R000008116,OI0000000839,P000107,1,134.23,UNWANTED,2025-09-17 17:30:19,2025-09-17 17:30:19
SRC_RETURN_ITEM_B001_000000103,RI0000000103,R000018717,OI0000000854,P000390,1,884.59,SIZE_FIT,2025-06-03 13:25:29,2025-06-03 13:25:29
SRC_RETURN_ITEM_B001_000000104,RI0000000104,R000018717,OI0000000853,P000180,3,251.10,UNWANTED,2025-06-03 13:25:29,2025-06-03 13:25:29
SRC_RETURN_ITEM_B001_000000105,RI0000000105,R000018189,OI0000000860,P000231,1,648.04,WRONG_ITEM,2026-05-22 16:46:48,2026-05-22 16:46:48
SRC_RETURN_ITEM_B001_000000106,RI0000000106,R000018189,OI0000000859,P000020,1,336.22,SIZE_FIT,2026-05-22 16:46:48,2026-05-22 16:46:48
SRC_RETURN_ITEM_B001_000000107,RI0000000107,R000020845,OI0000000861,P000464,1,159.61,WRONG_ITEM,2025-01-23 02:10:04,2025-01-23 02:10:04
SRC_RETURN_ITEM_B001_000000108,RI0000000108,R000007132,OI0000000862,P000350,1,698.86,DEFECTIVE,2026-07-01 04:31:38,2026-07-01 04:31:38
SRC_RETURN_ITEM_B001_000000109,RI0000000109,R000012091,OI0000000870,P000085,1,366.18,WRONG_ITEM,2026-04-09 09:38:28,2026-04-09 09:38:28
SRC_RETURN_ITEM_B001_000000110,RI0000000110,R000012091,OI0000000868,P000289,1,826.73,WRONG_ITEM,2026-04-09 09:38:28,2026-04-09 09:38:28
SRC_RETURN_ITEM_B001_000000111,RI0000000111,R000005889,OI0000000889,P000255,1,824.40,UNWANTED,2026-04-26 16:45:07,2026-04-26 16:45:07
SRC_RETURN_ITEM_B001_000000112,RI0000000112,R000000616,OI0000000892,P000097,1,557.90,LATE_DELIVERY,2024-03-07 00:45:02,2024-03-07 00:45:02
SRC_RETURN_ITEM_B001_000000113,RI0000000113,R000000695,OI0000000897,P000330,1,1107.53,WRONG_ITEM,2024-04-18 13:26:44,2024-04-18 13:26:44
SRC_RETURN_ITEM_B001_000000114,RI0000000114,R000001487,OI0000000928,P000442,2,1052.90,UNWANTED,2024-02-16 15:56:12,2024-02-16 15:56:12
SRC_RETURN_ITEM_B001_000000115,RI0000000115,R000001487,OI0000000929,P000167,1,470.84,DEFECTIVE,2024-02-16 15:56:12,2024-02-16 15:56:12
SRC_RETURN_ITEM_B001_000000116,RI0000000116,R000010723,OI0000000948,P000314,1,402.88,LATE_DELIVERY,2025-05-23 17:40:33,2025-05-23 17:40:33
SRC_RETURN_ITEM_B001_000000117,RI0000000117,R000005564,OI0000000956,P000145,1,960.59,UNWANTED,2024-12-20 08:10:31,2024-12-20 08:10:31
SRC_RETURN_ITEM_B001_000000118,RI0000000118,R000018504,OI0000000969,P000057,1,157.16,UNWANTED,2026-08-05 08:11:37,2026-08-05 08:11:37
SRC_RETURN_ITEM_B001_000000119,RI0000000119,R000018504,OI0000000970,P000084,1,1169.96,WRONG_ITEM,2026-08-05 08:11:37,2026-08-05 08:11:37
SRC_RETURN_ITEM_B001_000000120,RI0000000120,R000018504,OI0000000972,P000319,1,18.28,DAMAGED,2026-08-05 08:11:37,2026-08-05 08:11:37
SRC_RETURN_ITEM_B001_000000121,RI0000000121,R000018127,OI0000000980,P000147,2,508.49,UNWANTED,2024-12-16 11:20:20,2024-12-16 11:20:20
SRC_RETURN_ITEM_B001_000000122,RI0000000122,R000018127,OI0000000981,P000150,1,510.53,UNWANTED,2024-12-16 11:20:20,2024-12-16 11:20:20
SRC_RETURN_ITEM_B001_000000123,RI0000000123,R000018127,OI0000000979,P000177,1,657.48,WRONG_ITEM,2024-12-16 11:20:20,2024-12-16 11:20:20
SRC_RETURN_ITEM_B001_000000124,RI0000000124,R000013093,OI0000001011,P000041,1,16.69,SIZE_FIT,2025-01-09 00:52:24,2025-01-09 00:52:24
SRC_RETURN_ITEM_B001_000000125,RI0000000125,R000007322,OI0000001024,P000303,1,641.88,UNWANTED,2026-08-12 18:27:56,2026-08-12 18:27:56
SRC_RETURN_ITEM_B001_000000126,RI0000000126,R000007322,OI0000001025,P000361,1,581.96,DEFECTIVE,2026-08-12 18:27:56,2026-08-12 18:27:56
SRC_RETURN_ITEM_B001_000000127,RI0000000127,R000019492,OI0000001040,P000419,2,1458.13,LATE_DELIVERY,2024-06-29 16:46:53,2024-06-29 16:46:53
SRC_RETURN_ITEM_B001_000000128,RI0000000128,R000019492,OI0000001041,P000252,1,1126.78,LATE_DELIVERY,2024-06-29 16:46:53,2024-06-29 16:46:53
SRC_RETURN_ITEM_B001_000000129,RI0000000129,R000019497,OI0000001058,P000447,2,2083.54,WRONG_ITEM,2025-06-10 04:31:10,2025-06-10 04:31:10
SRC_RETURN_ITEM_B001_000000130,RI0000000130,R000019497,OI0000001055,P000381,1,556.34,SIZE_FIT,2025-06-10 04:31:10,2025-06-10 04:31:10
SRC_RETURN_ITEM_B001_000000131,RI0000000131,R000000118,OI0000001110,P000291,1,694.37,LATE_DELIVERY,2026-02-16 17:30:21,2026-02-16 17:30:21
SRC_RETURN_ITEM_B001_000000132,RI0000000132,R000007012,OI0000001122,P000134,2,1357.61,SIZE_FIT,2024-03-07 17:57:49,2024-03-07 17:57:49
SRC_RETURN_ITEM_B001_000000133,RI0000000133,R000007012,OI0000001123,P000035,4,3437.20,SIZE_FIT,2024-03-07 17:57:49,2024-03-07 17:57:49
SRC_RETURN_ITEM_B001_000000134,RI0000000134,R000018100,OI0000001148,P000070,1,453.97,UNWANTED,2025-07-16 12:32:16,2025-07-16 12:32:16
SRC_RETURN_ITEM_B001_000000135,RI0000000135,R000004621,OI0000001180,P000020,2,747.14,DEFECTIVE,2024-06-22 18:14:05,2024-06-22 18:14:05
SRC_RETURN_ITEM_B001_000000136,RI0000000136,R000004621,OI0000001182,P000103,1,138.71,DEFECTIVE,2024-06-22 18:14:05,2024-06-22 18:14:05
SRC_RETURN_ITEM_B001_000000137,RI0000000137,R000004621,OI0000001181,P000100,1,146.26,SIZE_FIT,2024-06-22 18:14:05,2024-06-22 18:14:05
SRC_RETURN_ITEM_B001_000000138,RI0000000138,R000002225,OI0000001202,P000252,1,1014.10,WRONG_ITEM,2025-03-04 19:26:49,2025-03-04 19:26:49
SRC_RETURN_ITEM_B001_000000139,RI0000000139,R000002225,OI0000001205,P000029,1,929.54,WRONG_ITEM,2025-03-04 19:26:49,2025-03-04 19:26:49
SRC_RETURN_ITEM_B001_000000140,RI0000000140,R000006690,OI0000001212,P000372,3,3159.14,SIZE_FIT,2025-01-26 08:52:10,2025-01-26 08:52:10
SRC_RETURN_ITEM_B001_000000141,RI0000000141,R000006690,OI0000001210,P000391,1,549.97,DAMAGED,2025-01-26 08:52:10,2025-01-26 08:52:10
SRC_RETURN_ITEM_B001_000000142,RI0000000142,R000007091,OI0000001241,P000266,1,724.48,DAMAGED,2024-11-25 10:45:18,2024-11-25 10:45:18
SRC_RETURN_ITEM_B001_000000143,RI0000000143,R000007838,OI0000001256,P000245,1,942.37,LATE_DELIVERY,2025-10-31 18:19:39,2025-10-31 18:19:39
SRC_RETURN_ITEM_B001_000000144,RI0000000144,R000010064,OI0000001279,P000193,1,108.38,DAMAGED,2025-08-03 21:38:39,2025-08-03 21:38:39
SRC_RETURN_ITEM_B001_000000145,RI0000000145,R000010064,OI0000001277,P000100,1,182.82,WRONG_ITEM,2025-08-03 21:38:39,2025-08-03 21:38:39
SRC_RETURN_ITEM_B001_000000146,RI0000000146,R000011371,OI0000001289,P000380,1,978.50,DEFECTIVE,2024-09-01 02:33:05,2024-09-01 02:33:05
SRC_RETURN_ITEM_B001_000000147,RI0000000147,R000002211,OI0000001298,P000314,2,805.75,SIZE_FIT,2025-08-11 15:23:33,2025-08-11 15:23:33
SRC_RETURN_ITEM_B001_000000148,RI0000000148,R000009417,OI0000001306,P000432,1,971.65,UNWANTED,2024-01-29 07:24:59,2024-01-29 07:24:59
SRC_RETURN_ITEM_B001_000000149,RI0000000149,R000009417,OI0000001307,P000258,1,30.08,DAMAGED,2024-01-29 07:24:59,2024-01-29 07:24:59
SRC_RETURN_ITEM_B001_000000150,RI0000000150,R000010790,OI0000001332,P000092,1,933.97,SIZE_FIT,2024-02-15 04:37:31,2024-02-15 04:37:31
SRC_RETURN_ITEM_B001_000000151,RI0000000151,R000010790,OI0000001330,P000168,1,739.88,SIZE_FIT,2024-02-15 04:37:31,2024-02-15 04:37:31
SRC_RETURN_ITEM_B001_000000152,RI0000000152,R000000584,OI0000001334,P000392,1,65.38,WRONG_ITEM,2025-07-13 18:20:54,2025-07-13 18:20:54
SRC_RETURN_ITEM_B001_000000153,RI0000000153,R000000584,OI0000001335,P000480,1,538.32,UNWANTED,2025-07-13 18:20:54,2025-07-13 18:20:54
SRC_RETURN_ITEM_B001_000000154,RI0000000154,R000000584,OI0000001337,P000211,2,304.43,WRONG_ITEM,2025-07-13 18:20:54,2025-07-13 18:20:54
SRC_RETURN_ITEM_B001_000000155,RI0000000155,R000003053,OI0000001343,P000175,1,1064.35,LATE_DELIVERY,2024-02-12 14:23:03,2024-02-12 14:23:03
SRC_RETURN_ITEM_B001_000000156,RI0000000156,R000003053,OI0000001342,P000355,1,4.49,DEFECTIVE,2024-02-12 14:23:03,2024-02-12 14:23:03
SRC_RETURN_ITEM_B001_000000157,RI0000000157,R000003053,OI0000001340,P000100,3,521.04,DEFECTIVE,2024-02-12 14:23:03,2024-02-12 14:23:03
SRC_RETURN_ITEM_B001_000000158,RI0000000158,R000002054,OI0000001356,P000051,2,932.74,LATE_DELIVERY,2026-04-28 13:44:08,2026-04-28 13:44:08
SRC_RETURN_ITEM_B001_000000159,RI0000000159,R000007619,OI0000001381,P000311,1,646.92,SIZE_FIT,2024-04-16 02:04:49,2024-04-16 02:04:49
SRC_RETURN_ITEM_B001_000000160,RI0000000160,R000007619,OI0000001382,P000018,1,463.19,WRONG_ITEM,2024-04-16 02:04:49,2024-04-16 02:04:49
SRC_RETURN_ITEM_B001_000000161,RI0000000161,R000009404,OI0000001392,P000087,2,835.97,SIZE_FIT,2026-06-24 10:19:40,2026-06-24 10:19:40
SRC_RETURN_ITEM_B001_000000162,RI0000000162,R000009404,OI0000001389,P000133,1,667.28,DAMAGED,2026-06-24 10:19:40,2026-06-24 10:19:40
SRC_RETURN_ITEM_B001_000000163,RI0000000163,R000007031,OI0000001405,P000166,2,806.04,DEFECTIVE,2025-04-12 00:04:38,2025-04-12 00:04:38
