source_record_id,product_category_id,product_id,category_id,is_primary,active_from,active_to,created_at,updated_at
SRC_PRODUCT_CATEGORY_B001_000000050,PC00000050,P000031,CAT0016,Y,2023-12-08,,2023-12-08 21:05:31,2023-12-08 21:05:31
SRC_PRODUCT_CATEGORY_B001_000000051,PC00000051,P000031,CAT0020,N,2023-12-08,,2023-12-08 21:05:31,2023-12-08 21:05:31
SRC_PRODUCT_CATEGORY_B001_000000052,PC00000052,P000032,CAT0025,Y,2025-03-08,,2025-03-08 05:45:26,2025-03-08 05:45:26
SRC_PRODUCT_CATEGORY_B001_000000053,PC00000053,P000033,CAT0014,Y,2024-10-31,,2024-10-31 22:44:27,2024-10-31 22:44:27
SRC_PRODUCT_CATEGORY_B001_000000054,PC00000054,P000034,CAT0025,Y,2024-05-19,,2024-05-19 07:24:44,2024-05-19 07:24:44
SRC_PRODUCT_CATEGORY_B001_000000055,PC00000055,P000034,CAT0018,N,2024-05-19,,2024-05-19 07:24:44,2024-05-19 07:24:44
SRC_PRODUCT_CATEGORY_B001_000000056,PC00000056,P000035,CAT0008,Y,2023-02-14,,2023-02-14 18:32:03,2023-02-14 18:32:03
SRC_PRODUCT_CATEGORY_B001_000000057,PC00000057,P000036,CAT0012,Y,2023-05-30,,2023-05-30 21:49:11,2023-05-30 21:49:11
SRC_PRODUCT_CATEGORY_B001_000000058,PC00000058,P000037,CAT0027,Y,2026-02-19,,2026-02-19 03:56:06,2026-02-19 03:56:06
SRC_PRODUCT_CATEGORY_B001_000000059,PC00000059,P000037,CAT0017,N,2026-02-19,,2026-02-19 03:56:06,2026-02-19 03:56:06
SRC_PRODUCT_CATEGORY_B001_000000060,PC00000060,P000038,CAT0009,Y,2024-02-21,,2024-02-21 13:11:39,2024-02-21 13:11:39
SRC_PRODUCT_CATEGORY_B001_000000061,PC00000061,P000038,CAT0007,N,2024-02-21,,2024-02-21 13:11:39,2024-02-21 13:11:39
SRC_PRODUCT_CATEGORY_B001_000000062,PC00000062,P000039,CAT0011,Y,2025-04-29,,2025-04-29 12:30:26,2025-04-29 12:30:26
SRC_PRODUCT_CATEGORY_B001_000000063,PC00000063,P000040,CAT0025,Y,2026-03-29,,2026-03-29 11:53:01,2026-03-29 11:53:01
SRC_PRODUCT_CATEGORY_B001_000000064,PC00000064,P000041,CAT0019,Y,2023-02-10,,2023-02-10 15:48:13,2023-02-10 15:48:13
SRC_PRODUCT_CATEGORY_B001_000000065,PC00000065,P000042,CAT0021,Y,2025-07-04,,2025-07-04 10:57:39,2025-07-04 10:57:39
SRC_PRODUCT_CATEGORY_B001_000000066,PC00000066,P000043,CAT0029,Y,2024-04-07,,2024-04-07 19:50:32,2024-04-07 19:50:32
SRC_PRODUCT_CATEGORY_B001_000000067,PC00000067,P000043,CAT0017,N,2024-04-07,,2024-04-07 19:50:32,2024-04-07 19:50:32
SRC_PRODUCT_CATEGORY_B001_000000068,PC00000068,P000044,CAT0010,Y,2024-05-13,,2024-05-13 19:26:37,2024-05-13 19:26:37
SRC_PRODUCT_CATEGORY_B001_000000069,PC00000069,P000044,CAT0012,N,2024-05-13,,2024-05-13 19:26:37,2024-05-13 19:26:37
SRC_PRODUCT_CATEGORY_B001_000000070,PC00000070,P000045,CAT0026,Y,2023-07-26,,2023-07-26 07:10:53,2023-07-26 07:10:53
SRC_PRODUCT_CATEGORY_B001_000000071,PC00000071,P000046,CAT0028,Y,2026-07-14,,2026-07-14 10:28:05,2026-07-14 10:28:05
SRC_PRODUCT_CATEGORY_B001_000000072,PC00000072,P000047,CAT0025,Y,2023-08-31,,2023-08-31 14:18:02,2023-08-31 14:18:02
SRC_PRODUCT_CATEGORY_B001_000000073,PC00000073,P000048,CAT0013,Y,2025-10-05,,2025-10-05 06:17:45,2025-10-05 06:17:45
SRC_PRODUCT_CATEGORY_B001_000000074,PC00000074,P000048,CAT0024,N,2025-10-05,,2025-10-05 06:17:45,2025-10-05 06:17:45
SRC_PRODUCT_CATEGORY_B001_000000075,PC00000075,P000049,CAT0007,Y,2026-06-23,,2026-06-23 23:36:21,2026-06-23 23:36:21
SRC_PRODUCT_CATEGORY_B001_000000076,PC00000076,P000049,CAT0016,N,2026-06-23,,2026-06-23 23:36:21,2026-06-23 23:36:21
SRC_PRODUCT_CATEGORY_B001_000000077,PC00000077,P000050,CAT0027,Y,2026-03-03,,2026-03-03 05:31:40,2026-03-03 05:31:40
SRC_PRODUCT_CATEGORY_B001_000000078,PC00000078,P000050,CAT0007,N,2026-03-03,,2026-03-03 05:31:40,2026-03-03 05:31:40
SRC_PRODUCT_CATEGORY_B001_000000079,PC00000079,P000050,CAT0029,N,2026-03-03,,2026-03-03 05:31:40,2026-03-03 05:31:40
SRC_PRODUCT_CATEGORY_B001_000000080,PC00000080,P000051,CAT0025,Y,2026-05-25,,2026-05-25 06:40:39,2026-05-25 06:40:39
SRC_PRODUCT_CATEGORY_B001_000000081,PC00000081,P000051,CAT0026,N,2026-05-25,,2026-05-25 06:40:39,2026-05-25 06:40:39
SRC_PRODUCT_CATEGORY_B001_000000082,PC00000082,P000052,CAT0010,Y,2025-04-21,,2025-04-21 09:06:30,2025-04-21 09:06:30
SRC_PRODUCT_CATEGORY_B001_000000083,PC00000083,P000053,CAT0025,Y,2024-03-04,,2024-03-04 10:54:11,2024-03-04 10:54:11
SRC_PRODUCT_CATEGORY_B001_000000084,PC00000084,P000053,CAT0018,N,2024-03-04,,2024-03-04 10:54:11,2024-03-04 10:54:11
SRC_PRODUCT_CATEGORY_B001_000000085,PC00000085,P000054,CAT0010,Y,2026-07-07,,2026-07-07 06:29:49,2026-07-07 06:29:49
SRC_PRODUCT_CATEGORY_B001_000000086,PC00000086,P000055,CAT0011,Y,2025-03-04,,2025-03-04 19:52:24,2025-03-04 19:52:24
SRC_PRODUCT_CATEGORY_B001_000000087,PC00000087,P000055,CAT0018,N,2025-03-04,,2025-03-04 19:52:24,2025-03-04 19:52:24
SRC_PRODUCT_CATEGORY_B001_000000088,PC00000088,P000056,CAT0008,Y,2026-01-27,,2026-01-27 14:34:52,2026-01-27 14:34:52
SRC_PRODUCT_CATEGORY_B001_000000089,PC00000089,P000057,CAT0017,Y,2025-06-01,,2025-06-01 07:45:56,2025-06-01 07:45:56
SRC_PRODUCT_CATEGORY_B001_000000090,PC00000090,P000058,CAT0015,Y,2026-03-03,,2026-03-03 03:36:33,2026-03-03 03:36:33
SRC_PRODUCT_CATEGORY_B001_000000091,PC00000091,P000058,CAT0024,N,2026-03-03,,2026-03-03 03:36:33,2026-03-03 03:36:33
SRC_PRODUCT_CATEGORY_B001_000000092,PC00000092,P000059,CAT0012,Y,2025-12-23,,2025-12-23 19:58:27,2025-12-23 19:58:27
SRC_PRODUCT_CATEGORY_B001_000000093,PC00000093,P000060,CAT0016,Y,2024-09-22,,2024-09-22 19:20:20,2024-09-22 19:20:20
SRC_PRODUCT_CATEGORY_B001_000000094,PC00000094,P000061,CAT0018,Y,2024-05-24,,2024-05-24 15:02:49,2024-05-24 15:02:49
SRC_PRODUCT_CATEGORY_B001_000000095,PC00000095,P000061,CAT0029,N,2024-05-24,,2024-05-24 15:02:49,2024-05-24 15:02:49
SRC_PRODUCT_CATEGORY_B001_000000096,PC00000096,P000062,CAT0030,Y,2025-03-26,,2025-03-26 02:34:45,2025-03-26 02:34:45
SRC_PRODUCT_CATEGORY_B001_000000097,PC00000097,P000063,CAT0008,Y,2025-09-26,,2025-09-26 00:01:55,2025-09-26 00:01:55
SRC_PRODUCT_CATEGORY_B001_000000098,PC00000098,P000064,CAT0028,Y,2024-10-14,,2024-10-14 06:50:26,2024-10-14 06:50:26
SRC_PRODUCT_CATEGORY_B001_000000099,PC00000099,P000065,CAT0008,Y,2025-01-29,,2025-01-29 02:01:27,2025-01-29 02:01:27
SRC_PRODUCT_CATEGORY_B001_000000100,PC00000100,P000065,CAT0014,N,2025-01-29,,2025-01-29 02:01:27,2025-01-29 02:01:27
SRC_PRODUCT_CATEGORY_B001_000000101,PC00000101,P000066,CAT0007,Y,2024-10-17,,2024-10-17 07:36:51,2024-10-17 07:36:51
SRC_PRODUCT_CATEGORY_B001_000000102,PC00000102,P000067,CAT0014,Y,2024-05-16,,2024-05-16 04:14:55,2024-05-16 04:14:55
SRC_PRODUCT_CATEGORY_B001_000000103,PC00000103,P000068,CAT0030,Y,2026-04-16,,2026-04-16 11:39:03,2026-04-16 11:39:03
SRC_PRODUCT_CATEGORY_B001_000000104,PC00000104,P000068,CAT0010,N,2026-04-16,,2026-04-16 11:39:03,2026-04-16 11:39:03
SRC_PRODUCT_CATEGORY_B001_000000105,PC00000105,P000069,CAT0022,Y,2023-01-07,,2023-01-07 16:50:25,2023-01-07 16:50:25
SRC_PRODUCT_CATEGORY_B001_000000106,PC00000106,P000070,CAT0020,Y,2025-05-25,,2025-05-25 20:19:30,2025-05-25 20:19:30
SRC_PRODUCT_CATEGORY_B001_000000107,PC00000107,P000070,CAT0029,N,2025-05-25,,2025-05-25 20:19:30,2025-05-25 20:19:30
SRC_PRODUCT_CATEGORY_B001_000000108,PC00000108,P000071,CAT0017,Y,2023-03-08,,2023-03-08 18:21:03,2023-03-08 18:21:03
SRC_PRODUCT_CATEGORY_B001_000000109,PC00000109,P000071,CAT0014,N,2023-03-08,,2023-03-08 18:21:03,2023-03-08 18:21:03
SRC_PRODUCT_CATEGORY_B001_000000110,PC00000110,P000072,CAT0008,Y,2024-04-30,,2024-04-30 23:01:53,2024-04-30 23:01:53
SRC_PRODUCT_CATEGORY_B001_000000111,PC00000111,P000072,CAT0012,N,2024-04-30,,2024-04-30 23:01:53,2024-04-30 23:01:53
SRC_PRODUCT_CATEGORY_B001_000000112,PC00000112,P000073,CAT0019,Y,2024-01-27,,2024-01-27 18:18:17,2024-01-27 18:18:17
SRC_PRODUCT_CATEGORY_B001_000000113,PC00000113,P000073,CAT0016,N,2024-01-27,,2024-01-27 18:18:17,2024-01-27 18:18:17
SRC_PRODUCT_CATEGORY_B001_000000114,PC00000114,P000074,CAT0029,Y,2025-11-02,,2025-11-02 14:31:01,2025-11-02 14:31:01
SRC_PRODUCT_CATEGORY_B001_000000115,PC00000115,P000075,CAT0028,Y,2024-12-08,,2024-12-08 15:28:57,2024-12-08 15:28:57
SRC_PRODUCT_CATEGORY_B001_000000116,PC00000116,P000076,CAT0011,Y,2024-10-08,,2024-10-08 08:46:25,2024-10-08 08:46:25
SRC_PRODUCT_CATEGORY_B001_000000117,PC00000117,P000077,CAT0015,Y,2025-11-23,,2025-11-23 19:17:30,2025-11-23 19:17:30
SRC_PRODUCT_CATEGORY_B001_000000118,PC00000118,P000078,CAT0025,Y,2026-02-23,,2026-02-23 07:17:36,2026-02-23 07:17:36
SRC_PRODUCT_CATEGORY_B001_000000119,PC00000119,P000079,CAT0007,Y,2023-11-14,,2023-11-14 09:17:14,2023-11-14 09:17:14
SRC_PRODUCT_CATEGORY_B001_000000120,PC00000120,P000080,CAT0020,Y,2025-09-13,,2025-09-13 12:13:58,2025-09-13 12:13:58
SRC_PRODUCT_CATEGORY_B001_000000121,PC00000121,P000081,CAT0017,Y,2024-03-29,,2024-03-29 23:06:59,2024-03-29 23:06:59
SRC_PRODUCT_CATEGORY_B001_000000122,PC00000122,P000082,CAT0026,Y,2023-10-24,,2023-10-24 18:37:20,2023-10-24 18:37:20
SRC_PRODUCT_CATEGORY_B001_000000123,PC00000123,P000082,CAT0028,N,2023-10-24,,2023-10-24 18:37:20,2023-10-24 18:37:20
SRC_PRODUCT_CATEGORY_B001_000000124,PC00000124,P000082,CAT0024,N,2023-10-24,,2023-10-24 18:37:20,2023-10-24 18:37:20
SRC_PRODUCT_CATEGORY_B001_000000125,PC00000125,P000083,CAT0029,Y,2025-03-31,,2025-03-31 07:09:47,2025-03-31 07:09:47
SRC_PRODUCT_CATEGORY_B001_000000126,PC00000126,P000084,CAT0022,Y,2025-03-21,,2025-03-21 08:12:14,2025-03-21 08:12:14
SRC_PRODUCT_CATEGORY_B001_000000127,PC00000127,P000085,CAT0018,Y,2024-09-24,,2024-09-24 08:52:25,2024-09-24 08:52:25
SRC_PRODUCT_CATEGORY_B001_000000128,PC00000128,P000086,CAT0026,Y,2023-01-27,,2023-01-27 05:33:22,2023-01-27 05:33:22
SRC_PRODUCT_CATEGORY_B001_000000129,PC00000129,P000087,CAT0026,Y,2024-03-02,,2024-03-02 18:24:52,2024-03-02 18:24:52
SRC_PRODUCT_CATEGORY_B001_000000130,PC00000130,P000087,CAT0017,N,2024-03-02,,2024-03-02 18:24:52,2024-03-02 18:24:52
SRC_PRODUCT_CATEGORY_B001_000000131,PC00000131,P000087,CAT0011,N,2024-03-02,,2024-03-02 18:24:52,2024-03-02 18:24:52
SRC_PRODUCT_CATEGORY_B001_000000132,PC00000132,P000088,CAT0018,Y,2025-10-30,,2025-10-30 10:24:36,2025-10-30 10:24:36
SRC_PRODUCT_CATEGORY_B001_000000133,PC00000133,P000088,CAT0019,N,2025-10-30,,2025-10-30 10:24:36,2025-10-30 10:24:36
SRC_PRODUCT_CATEGORY_B001_000000134,PC00000134,P000088,CAT0028,N,2025-10-30,,2025-10-30 10:24:36,2025-10-30 10:24:36
SRC_PRODUCT_CATEGORY_B001_000000135,PC00000135,P000089,CAT0012,Y,2024-09-28,,2024-09-28 10:08:47,2024-09-28 10:08:47
SRC_PRODUCT_CATEGORY_B001_000000136,PC00000136,P000090,CAT0010,Y,2025-01-22,,2025-01-22 04:00:16,2025-01-22 04:00:16
SRC_PRODUCT_CATEGORY_B001_000000137,PC00000137,P000091,CAT0020,Y,2024-07-13,,2024-07-13 10:12:52,2024-07-13 10:12:52
SRC_PRODUCT_CATEGORY_B001_000000138,PC00000138,P000092,CAT0014,Y,2026-03-22,,2026-03-22 08:07:09,2026-03-22 08:07:09
SRC_PRODUCT_CATEGORY_B001_000000139,PC00000139,P000093,CAT0012,Y,2023-03-25,,2023-03-25 13:14:09,2023-03-25 13:14:09
SRC_PRODUCT_CATEGORY_B001_000000140,PC00000140,P000093,CAT0019,N,2023-03-25,,2023-03-25 13:14:09,2023-03-25 13:14:09
SRC_PRODUCT_CATEGORY_B001_000000141,PC00000141,P000094,CAT0017,Y,2025-08-02,,2025-08-02 13:50:41,2025-08-02 13:50:41
SRC_PRODUCT_CATEGORY_B001_000000142,PC00000142,P000095,CAT0009,Y,2024-01-17,,2024-01-17 17:01:06,2024-01-17 17:01:06
SRC_PRODUCT_CATEGORY_B001_000000143,PC00000143,P000096,CAT0026,Y,2025-11-17,,2025-11-17 08:15:49,2025-11-17 08:15:49
SRC_PRODUCT_CATEGORY_B001_000000144,PC00000144,P000097,CAT0017,Y,2023-10-28,,2023-10-28 10:43:59,2023-10-28 10:43:59
SRC_PRODUCT_CATEGORY_B001_000000145,PC00000145,P000098,CAT0018,Y,2025-07-25,,2025-07-25 12:38:52,2025-07-25 12:38:52
SRC_PRODUCT_CATEGORY_B001_000000146,PC00000146,P000099,CAT0013,Y,2024-01-20,,2024-01-20 14:24:18,2024-01-20 14:24:18
SRC_PRODUCT_CATEGORY_B001_000000147,PC00000147,P000100,CAT0018,Y,2024-09-17,,2024-09-17 10:54:02,2024-09-17 10:54:02
SRC_PRODUCT_CATEGORY_B001_000000148,PC00000148,P000101,CAT0029,Y,2026-01-11,,2026-01-11 09:56:31,2026-01-11 09:56:31
SRC_PRODUCT_CATEGORY_B001_000000149,PC00000149,P000102,CAT0026,Y,2025-06-18,,2025-06-18 08:10:26,2025-06-18 08:10:26
SRC_PRODUCT_CATEGORY_B001_000000150,PC00000150,P000102,CAT0021,N,2025-06-18,,2025-06-18 08:10:26,2025-06-18 08:10:26
SRC_PRODUCT_CATEGORY_B001_000000151,PC00000151,P000102,CAT0011,N,2025-06-18,,2025-06-18 08:10:26,2025-06-18 08:10:26
SRC_PRODUCT_CATEGORY_B001_000000152,PC00000152,P000103,CAT0015,Y,2023-05-08,,2023-05-08 12:27:31,2023-05-08 12:27:31
SRC_PRODUCT_CATEGORY_B001_000000153,PC00000153,P000104,CAT0019,Y,2023-01-06,,2023-01-06 10:53:44,2023-01-06 10:53:44
SRC_PRODUCT_CATEGORY_B001_000000154,PC00000154,P000104,CAT0026,N,2023-01-06,,2023-01-06 10:53:44,2023-01-06 10:53:44
SRC_PRODUCT_CATEGORY_B001_000000155,PC00000155,P000104,CAT0024,N,2023-01-06,,2023-01-06 10:53:44,2023-01-06 10:53:44
SRC_PRODUCT_CATEGORY_B001_000000156,PC00000156,P000105,CAT0019,Y,2024-12-21,,2024-12-21 00:36:04,2024-12-21 00:36:04
SRC_PRODUCT_CATEGORY_B001_000000157,PC00000157,P000105,CAT0013,N,2024-12-21,,2024-12-21 00:36:04,2024-12-21 00:36:04
SRC_PRODUCT_CATEGORY_B001_000000158,PC00000158,P000106,CAT0011,Y,2025-05-01,,2025-05-01 18:47:28,2025-05-01 18:47:28
SRC_PRODUCT_CATEGORY_B001_000000159,PC00000159,P000106,CAT0029,N,2025-05-01,,2025-05-01 18:47:28,2025-05-01 18:47:28
SRC_PRODUCT_CATEGORY_B001_000000160,PC00000160,P000107,CAT0015,Y,2023-07-15,,2023-07-15 02:35:32,2023-07-15 02:35:32
SRC_PRODUCT_CATEGORY_B001_000000161,PC00000161,P000108,CAT0011,Y,2023-12-10,,2023-12-10 23:12:27,2023-12-10 23:12:27
SRC_PRODUCT_CATEGORY_B001_000000162,PC00000162,P000109,CAT0014,Y,2026-05-16,,2026-05-16 11:50:47,2026-05-16 11:50:47
SRC_PRODUCT_CATEGORY_B001_000000163,PC00000163,P000110,CAT0012,Y,2024-04-14,,2024-04-14 11:14:25,2024-04-14 11:14:25
SRC_PRODUCT_CATEGORY_B001_000000164,PC00000164,P000111,CAT0020,Y,2023-04-13,,2023-04-13 21:29:58,2023-04-13 21:29:58
SRC_PRODUCT_CATEGORY_B001_000000165,PC00000165,P000112,CAT0029,Y,2026-01-19,,2026-01-19 18:08:53,2026-01-19 18:08:53
SRC_PRODUCT_CATEGORY_B001_000000166,PC00000166,P000112,CAT0011,N,2026-01-19,,2026-01-19 18:08:53,2026-01-19 18:08:53
SRC_PRODUCT_CATEGORY_B001_000000167,PC00000167,P000113,CAT0012,Y,2025-09-06,,2025-09-06 07:50:48,2025-09-06 07:50:48
SRC_PRODUCT_CATEGORY_B001_000000168,PC00000168,P000113,CAT0007,N,2025-09-06,,2025-09-06 07:50:48,2025-09-06 07:50:48
SRC_PRODUCT_CATEGORY_B001_000000169,PC00000169,P000113,CAT0021,N,2025-09-06,,2025-09-06 07:50:48,2025-09-06 07:50:48
SRC_PRODUCT_CATEGORY_B001_000000170,PC00000170,P000114,CAT0009,Y,2025-10-08,,2025-10-08 22:49:04,2025-10-08 22:49:04
SRC_PRODUCT_CATEGORY_B001_000000171,PC00000171,P000115,CAT0016,Y,2024-03-21,,2024-03-21 20:28:54,2024-03-21 20:28:54
SRC_PRODUCT_CATEGORY_B001_000000172,PC00000172,P000116,CAT0020,Y,2024-06-23,,2024-06-23 10:20:24,2024-06-23 10:20:24
SRC_PRODUCT_CATEGORY_B001_000000173,PC00000173,P000116,CAT0014,N,2024-06-23,,2024-06-23 10:20:24,2024-06-23 10:20:24
SRC_PRODUCT_CATEGORY_B001_000000174,PC00000174,P000117,CAT0026,Y,2026-01-10,,2026-01-10 00:38:49,2026-01-10 00:38:49
SRC_PRODUCT_CATEGORY_B001_000000175,PC00000175,P000118,CAT0027,Y,2023-12-02,,2023-12-02 03:57:40,2023-12-02 03:57:40
SRC_PRODUCT_CATEGORY_B001_000000176,PC00000176,P000118,CAT0009,N,2023-12-02,,2023-12-02 03:57:40,2023-12-02 03:57:40
SRC_PRODUCT_CATEGORY_B001_000000177,PC00000177,P000118,CAT0011,N,2023-12-02,,2023-12-02 03:57:40,2023-12-02 03:57:40
SRC_PRODUCT_CATEGORY_B001_000000178,PC00000178,P000119,CAT0025,Y,2026-05-05,,2026-05-05 05:36:46,2026-05-05 05:36:46
SRC_PRODUCT_CATEGORY_B001_000000179,PC00000179,P000120,CAT0018,Y,2023-03-06,,2023-03-06 01:16:13,2023-03-06 01:16:13
