source_record_id,order_id,customer_id,billing_address_id,shipping_address_id,order_timestamp,channel,order_status,currency_code,subtotal_amount,discount_amount,tax_amount,shipping_amount,order_total_amount,created_at,updated_at
SRC_ORDER_B002_000000066,O000120885,C0022202,A00028411,A00028411,2026-09-03 16:25:29,STORE,COMPLETED,GBP,892.91,0.00,178.59,0.00,1071.50,2026-09-03 16:25:29,2026-09-04 08:04:37
SRC_ORDER_B002_000000067,O000120886,C0049326,A00063151,A00063151,2026-09-02 12:51:10,STORE,COMPLETED,GBP,3197.71,71.77,625.19,0.00,3751.13,2026-09-02 12:51:10,2026-09-02 18:11:57
SRC_ORDER_B002_000000068,O000120887,C0012743,A00016343,A00016343,2026-09-03 07:02:57,STORE,COMPLETED,GBP,1277.12,0.00,255.42,0.00,1532.54,2026-09-03 07:02:57,2026-09-03 20:30:20
SRC_ORDER_B002_000000069,O000120888,C0037733,A00048289,A00048289,2026-09-01 15:45:39,STORE,COMPLETED,GBP,3271.12,48.43,644.54,0.00,3867.23,2026-09-01 15:45:39,2026-09-02 09:43:17
SRC_ORDER_B002_000000070,O000120889,C0020078,A00025698,A00025698,2026-09-03 01:44:30,STORE,COMPLETED,GBP,1753.29,52.75,340.11,0.00,2040.65,2026-09-03 01:44:30,2026-09-03 13:09:45
SRC_ORDER_B002_000000071,O000120890,C0031946,A00040893,A00040893,2026-09-01 14:47:30,STORE,COMPLETED,GBP,130.12,0.00,26.02,0.00,156.14,2026-09-01 14:47:30,2026-09-01 22:35:33
SRC_ORDER_B002_000000072,O000120891,C0011860,A00015203,A00015203,2026-09-01 16:05:40,ECOMMERCE,COMPLETED,GBP,3003.27,0.98,600.45,0.00,3602.74,2026-09-01 16:05:40,2026-09-02 08:22:19
SRC_ORDER_B002_000000073,O000120892,C0049501,A00063365,A00063365,2026-09-03 22:11:41,ECOMMERCE,COMPLETED,GBP,2825.86,0.00,565.17,0.00,3391.03,2026-09-03 22:11:41,2026-09-04 11:59:30
SRC_ORDER_B002_000000074,O000120893,C0045836,A00058675,A00058675,2026-09-03 00:46:52,ECOMMERCE,COMPLETED,GBP,225.32,16.41,41.79,0.00,250.70,2026-09-03 00:46:52,2026-09-03 01:34:24
SRC_ORDER_B002_000000075,O000120894,C0000775,A00000998,A00000998,2026-09-03 20:03:31,ECOMMERCE,COMPLETED,GBP,2369.96,39.53,466.09,0.00,2796.52,2026-09-03 20:03:31,2026-09-04 04:44:40
SRC_ORDER_B002_000000076,O000120895,C0043161,A00055246,A00055247,2026-09-03 05:05:03,ECOMMERCE,COMPLETED,GBP,494.75,0.00,98.95,0.00,593.70,2026-09-03 05:05:03,2026-09-03 11:16:44
SRC_ORDER_B002_000000077,O000120896,C0043717,A00055960,A00055960,2026-09-03 07:17:30,STORE,COMPLETED,GBP,2728.93,173.31,511.13,0.00,3066.75,2026-09-03 07:17:30,2026-09-03 12:51:49
SRC_ORDER_B002_000000078,O000120897,C0035092,A00044912,A00044912,2026-09-01 11:47:35,ECOMMERCE,COMPLETED,GBP,2284.81,58.84,445.20,0.00,2671.17,2026-09-01 11:47:35,2026-09-01 20:27:01
SRC_ORDER_B002_000000079,O000120898,C0000233,A00000294,A00000294,2026-09-02 05:20:21,STORE,COMPLETED,GBP,6167.53,236.85,1186.13,0.00,7116.81,2026-09-02 05:20:21,2026-09-03 05:04:42
SRC_ORDER_B002_000000080,O000120899,C0040428,A00051754,A00051754,2026-09-03 08:31:18,ECOMMERCE,COMPLETED,GBP,307.42,0.00,61.48,0.00,368.90,2026-09-03 08:31:18,2026-09-04 03:32:21
SRC_ORDER_B002_000000081,O000120900,C0047536,A00060864,A00060864,2026-09-01 18:03:55,ECOMMERCE,COMPLETED,GBP,1784.42,0.00,356.88,0.00,2141.30,2026-09-01 18:03:55,2026-09-02 07:43:49
SRC_ORDER_B002_000000082,O000120901,C0003116,A00004010,A00004010,2026-09-02 08:07:46,STORE,COMPLETED,GBP,2429.42,120.62,461.76,0.00,2770.56,2026-09-02 08:07:46,2026-09-03 07:34:38
SRC_ORDER_B002_000000083,O000120902,C0034547,A00044216,A00044216,2026-09-03 07:44:47,ECOMMERCE,COMPLETED,GBP,1878.74,0.00,375.75,0.00,2254.49,2026-09-03 07:44:47,2026-09-03 19:44:28
SRC_ORDER_B002_000000084,O000120903,C0050105,A00064143,A00064143,2026-09-03 12:42:48,STORE,COMPLETED,GBP,1300.50,25.59,254.99,0.00,1529.90,2026-09-03 12:42:48,2026-09-04 03:17:12
SRC_ORDER_B002_000000085,O000120904,C0033510,A00042884,A00042884,2026-09-02 14:24:15,ECOMMERCE,COMPLETED,GBP,334.70,0.00,66.94,0.00,401.64,2026-09-02 14:24:15,2026-09-02 16:46:10
SRC_ORDER_B002_000000086,O000120905,C0010925,A00014019,A00014019,2026-09-02 15:07:42,STORE,COMPLETED,GBP,3654.41,167.10,697.45,0.00,4184.76,2026-09-02 15:07:42,2026-09-03 03:24:04
SRC_ORDER_B002_000000087,O000120906,C0009838,A00012628,A00012628,2026-09-03 07:08:35,ECOMMERCE,COMPLETED,GBP,2385.07,74.54,462.10,0.00,2772.63,2026-09-03 07:08:35,2026-09-03 19:20:27
SRC_ORDER_B002_000000088,O000120907,C0012225,A00015673,A00015673,2026-09-02 03:40:56,STORE,COMPLETED,GBP,1264.24,102.21,232.41,0.00,1394.44,2026-09-02 03:40:56,2026-09-02 09:25:00
SRC_ORDER_B002_000000089,O000120908,C0015235,A00019511,A00019511,2026-09-01 11:25:07,STORE,COMPLETED,GBP,1554.22,12.08,308.44,0.00,1850.58,2026-09-01 11:25:07,2026-09-02 10:52:03
SRC_ORDER_B002_000000090,O000120909,C0040687,A00052091,A00052091,2026-09-02 08:32:18,ECOMMERCE,COMPLETED,GBP,2511.48,13.90,499.51,0.00,2997.09,2026-09-02 08:32:18,2026-09-03 08:19:47
SRC_ORDER_B002_000000091,O000120910,C0007923,A00010224,A00010224,2026-09-02 05:37:48,ECOMMERCE,COMPLETED,GBP,3665.87,394.67,654.24,0.00,3925.44,2026-09-02 05:37:48,2026-09-03 03:38:10
SRC_ORDER_B002_000000092,O000120911,C0030667,A00039250,A00039250,2026-09-03 11:41:58,STORE,COMPLETED,GBP,2146.08,0.00,429.22,0.00,2575.30,2026-09-03 11:41:58,2026-09-03 20:55:51
SRC_ORDER_B002_000000093,O000120912,C0031732,A00040629,A00040629,2026-09-03 06:59:50,MOBILE,COMPLETED,GBP,103.43,0.00,20.69,0.00,124.12,2026-09-03 06:59:50,2026-09-04 06:30:24
SRC_ORDER_B002_000000094,O000120913,C0014733,A00018877,A00018877,2026-09-02 17:57:31,MOBILE,COMPLETED,GBP,2182.83,0.00,436.57,0.00,2619.40,2026-09-02 17:57:31,2026-09-03 05:41:35
SRC_ORDER_B002_000000095,O000120914,C0010024,A00012859,A00012859,2026-09-02 06:09:51,STORE,COMPLETED,GBP,511.89,0.00,102.38,0.00,614.27,2026-09-02 06:09:51,2026-09-02 06:13:23
SRC_ORDER_B002_000000096,O000120915,C0000371,A00000473,A00000473,2026-09-03 22:25:23,MOBILE,COMPLETED,GBP,1316.84,0.00,263.37,0.00,1580.21,2026-09-03 22:25:23,2026-09-04 11:37:23
SRC_ORDER_B002_000000097,O000120916,C0010297,A00013218,A00013218,2026-09-01 06:26:25,STORE,COMPLETED,GBP,6198.51,479.09,1143.88,0.00,6863.30,2026-09-01 06:26:25,2026-09-01 18:41:10
SRC_ORDER_B002_000000098,O000120917,C0047598,A00060948,A00060948,2026-09-02 02:33:49,STORE,COMPLETED,GBP,2592.77,105.29,497.48,0.00,2984.96,2026-09-02 02:33:49,2026-09-02 02:52:17
SRC_ORDER_B002_000000099,O000120918,C0002777,A00003559,A00003559,2026-09-02 00:01:47,STORE,COMPLETED,GBP,5628.08,0.00,1125.62,0.00,6753.70,2026-09-02 00:01:47,2026-09-02 23:53:52
SRC_ORDER_B002_000000100,O000120919,C0004898,A00006300,A00006300,2026-09-01 06:34:13,STORE,COMPLETED,GBP,2779.34,56.92,544.48,0.00,3266.90,2026-09-01 06:34:13,2026-09-01 14:58:04
SRC_ORDER_B002_000000101,O000120920,C0003644,A00004694,A00004694,2026-09-03 14:09:36,STORE,COMPLETED,GBP,2539.67,0.00,507.94,0.00,3047.61,2026-09-03 14:09:36,2026-09-04 13:26:08
SRC_ORDER_B002_000000102,O000120921,C0049340,A00063167,A00063167,2026-09-02 11:40:48,MOBILE,COMPLETED,GBP,8.40,0.00,1.68,0.00,10.08,2026-09-02 11:40:48,2026-09-02 22:57:53
SRC_ORDER_B002_000000103,O000120922,C0001547,A00001979,A00001979,2026-09-01 18:44:25,STORE,COMPLETED,GBP,982.85,0.00,196.57,0.00,1179.42,2026-09-01 18:44:25,2026-09-02 13:10:42
SRC_ORDER_B002_000000104,O000120923,C0026935,A00034446,A00034446,2026-09-01 16:01:23,STORE,CANCELLED,GBP,2642.07,51.99,518.02,0.00,3108.10,2026-09-01 16:01:23,2026-09-01 18:46:10
SRC_ORDER_B002_000000105,O000120924,C0007666,A00009905,A00009905,2026-09-02 01:01:52,MOBILE,COMPLETED,GBP,1130.52,58.85,214.34,0.00,1286.01,2026-09-02 01:01:52,2026-09-02 10:02:42
SRC_ORDER_B002_000000106,O000120925,C0047343,A00060615,A00060615,2026-09-03 19:41:40,ECOMMERCE,COMPLETED,GBP,103.43,0.00,20.69,0.00,124.12,2026-09-03 19:41:40,2026-09-04 02:11:32
SRC_ORDER_B002_000000107,O000120926,C0044289,A00056697,A00056697,2026-09-03 09:24:22,STORE,COMPLETED,GBP,2723.79,0.00,544.76,0.00,3268.55,2026-09-03 09:24:22,2026-09-03 19:46:36
SRC_ORDER_B002_000000108,O000120927,C0035879,A00045921,A00045921,2026-09-02 22:57:36,STORE,COMPLETED,GBP,1303.57,0.00,260.71,0.00,1564.28,2026-09-02 22:57:36,2026-09-03 07:51:11
SRC_ORDER_B002_000000109,O000120928,C0046012,A00058897,A00058897,2026-09-03 14:52:18,STORE,COMPLETED,GBP,2523.02,96.62,485.28,0.00,2911.68,2026-09-03 14:52:18,2026-09-04 04:27:03
SRC_ORDER_B002_000000110,O000120929,C0006576,A00008492,A00008492,2026-09-02 11:37:42,STORE,COMPLETED,GBP,1797.94,110.77,337.44,0.00,2024.61,2026-09-02 11:37:42,2026-09-02 12:50:37
SRC_ORDER_B002_000000111,O000120930,C0049438,A00063289,A00063289,2026-09-03 05:49:23,STORE,COMPLETED,GBP,978.47,73.73,180.94,0.00,1085.68,2026-09-03 05:49:23,2026-09-03 18:48:57
SRC_ORDER_B002_000000112,O000120931,C0010287,A00013205,A00013205,2026-09-03 18:42:18,STORE,COMPLETED,GBP,2404.07,280.64,424.69,0.00,2548.12,2026-09-03 18:42:18,2026-09-03 20:12:03
SRC_ORDER_B002_000000113,O000120932,C0023236,A00029737,A00029737,2026-09-01 13:50:43,STORE,COMPLETED,GBP,651.49,32.57,123.78,0.00,742.70,2026-09-01 13:50:43,2026-09-01 19:10:09
SRC_ORDER_B002_000000114,O000120933,C0037559,A00048069,A00048069,2026-09-03 13:26:17,STORE,COMPLETED,GBP,2829.18,218.92,522.06,0.00,3132.32,2026-09-03 13:26:17,2026-09-04 13:17:09
SRC_ORDER_B002_000000115,O000120934,C0014915,A00019112,A00019112,2026-09-02 14:17:55,STORE,COMPLETED,GBP,164.08,0.00,32.82,0.00,196.90,2026-09-02 14:17:55,2026-09-03 09:30:29
SRC_ORDER_B002_000000116,O000120935,C0037791,A00048366,A00048366,2026-09-03 23:19:43,ECOMMERCE,COMPLETED,GBP,1166.74,116.67,210.01,0.00,1260.08,2026-09-03 23:19:43,2026-09-04 04:42:18
SRC_ORDER_B002_000000117,O000120936,C0024524,A00031377,A00031377,2026-09-03 15:19:37,STORE,COMPLETED,GBP,2814.95,124.70,538.05,0.00,3228.30,2026-09-03 15:19:37,2026-09-03 17:27:18
SRC_ORDER_B002_000000118,O000120937,C0038075,A00048719,A00048719,2026-09-03 11:56:26,STORE,COMPLETED,GBP,1801.98,0.00,360.40,0.00,2162.38,2026-09-03 11:56:26,2026-09-03 16:27:25
SRC_ORDER_B002_000000119,O000120938,C0009983,A00012804,A00012804,2026-09-02 12:40:43,STORE,COMPLETED,GBP,1431.62,60.75,274.18,0.00,1645.05,2026-09-02 12:40:43,2026-09-02 18:50:21
SRC_ORDER_B002_000000120,O000120939,C0019137,A00024488,A00024488,2026-09-03 18:28:10,STORE,COMPLETED,GBP,526.38,0.00,105.27,0.00,631.65,2026-09-03 18:28:10,2026-09-03 22:54:11
SRC_ORDER_B002_000000121,O000120940,C0043239,A00055352,A00055352,2026-09-03 09:47:09,ECOMMERCE,COMPLETED,GBP,2590.48,93.94,499.31,0.00,2995.85,2026-09-03 09:47:09,2026-09-04 02:59:20
