source_record_id,return_item_id,return_id,order_item_id,product_id,quantity,refund_amount,return_reason,created_at,updated_at
SRC_RETURN_ITEM_B002_000000042,RI0000036501,R000022739,OI0000006277,P000413,1,83.71,DEFECTIVE,2025-08-11 12:02:10,2025-08-11 12:02:10
SRC_RETURN_ITEM_B002_000000043,RI0000036502,R000021628,OI0000006559,P000075,2,1917.11,WRONG_ITEM,2024-05-13 13:48:48,2024-05-13 13:48:48
SRC_RETURN_ITEM_B002_000000044,RI0000036503,R000021628,OI0000006558,P000082,2,452.83,DAMAGED,2024-05-13 13:48:48,2024-05-13 13:48:48
SRC_RETURN_ITEM_B002_000000045,RI0000036504,R000021493,OI0000006571,P000069,1,228.97,DEFECTIVE,2026-05-07 15:55:15,2026-05-07 15:55:15
SRC_RETURN_ITEM_B002_000000046,RI0000036505,R000021493,OI0000006572,P000172,1,825.24,LATE_DELIVERY,2026-05-07 15:55:15,2026-05-07 15:55:15
SRC_RETURN_ITEM_B002_000000047,RI0000036506,R000022542,OI0000006965,P000413,1,88.12,DAMAGED,2024-11-21 09:29:27,2024-11-21 09:29:27
SRC_RETURN_ITEM_B002_000000048,RI0000036507,R000022542,OI0000006964,P000116,2,568.13,SIZE_FIT,2024-11-21 09:29:27,2024-11-21 09:29:27
SRC_RETURN_ITEM_B002_000000049,RI0000036508,R000022542,OI0000006963,P000074,1,706.40,DAMAGED,2024-11-21 09:29:27,2024-11-21 09:29:27
SRC_RETURN_ITEM_B002_000000050,RI0000036509,R000021629,OI0000007135,P000375,1,543.46,DEFECTIVE,2025-10-15 04:05:00,2025-10-15 04:05:00
SRC_RETURN_ITEM_B002_000000051,RI0000036510,R000021629,OI0000007134,P000252,1,1126.78,LATE_DELIVERY,2025-10-15 04:05:00,2025-10-15 04:05:00
SRC_RETURN_ITEM_B002_000000052,RI0000036511,R000021629,OI0000007138,P000343,1,1176.77,DAMAGED,2025-10-15 04:05:00,2025-10-15 04:05:00
SRC_RETURN_ITEM_B002_000000053,RI0000036512,R000021946,OI0000007457,P000371,1,626.78,DAMAGED,2024-05-31 17:07:43,2024-05-31 17:07:43
SRC_RETURN_ITEM_B002_000000054,RI0000036513,R000022370,OI0000007498,P000123,1,882.91,WRONG_ITEM,2024-05-17 08:39:52,2024-05-17 08:39:52
SRC_RETURN_ITEM_B002_000000055,RI0000036514,R000022370,OI0000007497,P000315,2,1656.88,UNWANTED,2024-05-17 08:39:52,2024-05-17 08:39:52
SRC_RETURN_ITEM_B002_000000056,RI0000036515,R000022075,OI0000007527,P000483,2,1600.13,UNWANTED,2024-12-12 05:40:14,2024-12-12 05:40:14
SRC_RETURN_ITEM_B002_000000057,RI0000036516,R000022075,OI0000007526,P000307,1,85.18,DEFECTIVE,2024-12-12 05:40:14,2024-12-12 05:40:14
SRC_RETURN_ITEM_B002_000000058,RI0000036517,R000022075,OI0000007524,P000463,2,1450.73,LATE_DELIVERY,2024-12-12 05:40:14,2024-12-12 05:40:14
SRC_RETURN_ITEM_B002_000000059,RI0000036518,R000021727,OI0000007692,P000234,1,1103.33,SIZE_FIT,2026-07-08 07:13:17,2026-07-08 07:13:17
SRC_RETURN_ITEM_B002_000000060,RI0000036519,R000021727,OI0000007691,P000291,1,732.94,WRONG_ITEM,2026-07-08 07:13:17,2026-07-08 07:13:17
SRC_RETURN_ITEM_B002_000000061,RI0000036520,R000022557,OI0000007876,P000169,1,901.00,DEFECTIVE,2024-08-09 01:57:36,2024-08-09 01:57:36
SRC_RETURN_ITEM_B002_000000062,RI0000036521,R000022557,OI0000007877,P000306,1,1043.64,UNWANTED,2024-08-09 01:57:36,2024-08-09 01:57:36
SRC_RETURN_ITEM_B002_000000063,RI0000036522,R000021835,OI0000008556,P000297,1,476.56,UNWANTED,2025-12-12 15:46:36,2025-12-12 15:46:36
SRC_RETURN_ITEM_B002_000000064,RI0000036523,R000021835,OI0000008558,P000280,3,2639.70,WRONG_ITEM,2025-12-12 15:46:36,2025-12-12 15:46:36
SRC_RETURN_ITEM_B002_000000065,RI0000036524,R000021835,OI0000008557,P000463,2,1450.73,SIZE_FIT,2025-12-12 15:46:36,2025-12-12 15:46:36
SRC_RETURN_ITEM_B002_000000066,RI0000036525,R000022201,OI0000009498,P000068,1,610.85,SIZE_FIT,2024-04-17 07:30:39,2024-04-17 07:30:39
SRC_RETURN_ITEM_B002_000000067,RI0000036526,R000022201,OI0000009497,P000361,1,494.66,DAMAGED,2024-04-17 07:30:39,2024-04-17 07:30:39
SRC_RETURN_ITEM_B002_000000068,RI0000036527,R000021411,OI0000010103,P000159,1,35.62,SIZE_FIT,2026-08-17 11:28:34,2026-08-17 11:28:34
SRC_RETURN_ITEM_B002_000000069,RI0000036528,R000021411,OI0000010102,P000055,1,650.38,LATE_DELIVERY,2026-08-17 11:28:34,2026-08-17 11:28:34
SRC_RETURN_ITEM_B002_000000070,RI0000036529,R000022069,OI0000010190,P000315,2,1840.97,DEFECTIVE,2026-07-19 22:24:28,2026-07-19 22:24:28
SRC_RETURN_ITEM_B002_000000071,RI0000036530,R000022753,OI0000010668,P000203,1,789.52,DAMAGED,2025-09-15 07:29:55,2025-09-15 07:29:55
SRC_RETURN_ITEM_B002_000000072,RI0000036531,R000022753,OI0000010669,P000381,3,1669.03,UNWANTED,2025-09-15 07:29:55,2025-09-15 07:29:55
SRC_RETURN_ITEM_B002_000000073,RI0000036532,R000021555,OI0000011018,P000054,2,152.99,UNWANTED,2024-04-25 09:54:21,2024-04-25 09:54:21
SRC_RETURN_ITEM_B002_000000074,RI0000036533,R000021555,OI0000011015,P000423,1,757.72,UNWANTED,2024-04-25 09:54:21,2024-04-25 09:54:21
SRC_RETURN_ITEM_B002_000000075,RI0000036534,R000021555,OI0000011017,P000492,1,691.69,DAMAGED,2024-04-25 09:54:21,2024-04-25 09:54:21
SRC_RETURN_ITEM_B002_000000076,RI0000036535,R000022377,OI0000011894,P000447,1,1096.60,SIZE_FIT,2024-08-22 06:38:06,2024-08-22 06:38:06
SRC_RETURN_ITEM_B002_000000077,RI0000036536,R000022377,OI0000011891,P000240,2,1622.95,SIZE_FIT,2024-08-22 06:38:06,2024-08-22 06:38:06
SRC_RETURN_ITEM_B002_000000078,RI0000036537,R000022377,OI0000011895,P000297,1,476.56,SIZE_FIT,2024-08-22 06:38:06,2024-08-22 06:38:06
SRC_RETURN_ITEM_B002_000000079,RI0000036538,R000021997,OI0000012164,P000252,1,1126.78,DAMAGED,2025-01-03 06:43:38,2025-01-03 06:43:38
SRC_RETURN_ITEM_B002_000000080,RI0000036539,R000021930,OI0000012540,P000273,1,426.98,LATE_DELIVERY,2024-07-22 05:28:38,2024-07-22 05:28:38
SRC_RETURN_ITEM_B002_000000081,RI0000036540,R000021936,OI0000012627,P000020,1,354.89,DAMAGED,2025-09-22 12:20:50,2025-09-22 12:20:50
SRC_RETURN_ITEM_B002_000000082,RI0000036541,R000022598,OI0000013223,P000438,1,989.00,UNWANTED,2025-03-31 21:33:08,2025-03-31 21:33:08
SRC_RETURN_ITEM_B002_000000083,RI0000036542,R000022598,OI0000013228,P000061,2,1241.83,DAMAGED,2025-03-31 21:33:08,2025-03-31 21:33:08
SRC_RETURN_ITEM_B002_000000084,RI0000036543,R000022598,OI0000013227,P000023,1,185.59,DAMAGED,2025-03-31 21:33:08,2025-03-31 21:33:08
SRC_RETURN_ITEM_B002_000000085,RI0000036544,R000022014,OI0000013658,P000172,1,1031.56,SIZE_FIT,2026-01-31 23:06:47,2026-01-31 23:06:47
SRC_RETURN_ITEM_B002_000000086,RI0000036545,R000022014,OI0000013656,P000177,1,591.73,WRONG_ITEM,2026-01-31 23:06:47,2026-01-31 23:06:47
SRC_RETURN_ITEM_B002_000000087,RI0000036546,R000022014,OI0000013657,P000018,2,926.37,SIZE_FIT,2026-01-31 23:06:47,2026-01-31 23:06:47
SRC_RETURN_ITEM_B002_000000088,RI0000036547,R000021402,OI0000013751,P000228,1,798.89,DAMAGED,2024-04-13 02:31:17,2024-04-13 02:31:17
SRC_RETURN_ITEM_B002_000000089,RI0000036548,R000022570,OI0000013779,P000314,1,402.88,DAMAGED,2026-06-05 21:25:16,2026-06-05 21:25:16
SRC_RETURN_ITEM_B002_000000090,RI0000036549,R000022227,OI0000013902,P000194,1,1047.12,UNWANTED,2026-06-29 14:02:05,2026-06-29 14:02:05
SRC_RETURN_ITEM_B002_000000091,RI0000036550,R000022227,OI0000013901,P000086,1,884.47,LATE_DELIVERY,2026-06-29 14:02:05,2026-06-29 14:02:05
SRC_RETURN_ITEM_B002_000000092,RI0000036551,R000021541,OI0000013904,P000480,1,538.32,DAMAGED,2024-11-24 23:03:15,2024-11-24 23:03:15
SRC_RETURN_ITEM_B002_000000093,RI0000036552,R000021342,OI0000013918,P000031,2,1672.37,DEFECTIVE,2024-06-19 13:45:54,2024-06-19 13:45:54
SRC_RETURN_ITEM_B002_000000094,RI0000036553,R000021342,OI0000013916,P000021,1,228.98,SIZE_FIT,2024-06-19 13:45:54,2024-06-19 13:45:54
SRC_RETURN_ITEM_B002_000000095,RI0000036554,R000021342,OI0000013917,P000149,2,374.86,DAMAGED,2024-06-19 13:45:54,2024-06-19 13:45:54
SRC_RETURN_ITEM_B002_000000096,RI0000036555,R000021907,OI0000014112,P000222,1,755.10,SIZE_FIT,2025-01-09 13:59:33,2025-01-09 13:59:33
SRC_RETURN_ITEM_B002_000000097,RI0000036556,R000022514,OI0000014170,P000494,1,873.73,LATE_DELIVERY,2026-06-15 19:48:21,2026-06-15 19:48:21
SRC_RETURN_ITEM_B002_000000098,RI0000036557,R000022229,OI0000014395,P000401,1,310.44,DAMAGED,2025-11-12 06:25:08,2025-11-12 06:25:08
SRC_RETURN_ITEM_B002_000000099,RI0000036558,R000022229,OI0000014396,P000226,1,800.11,DEFECTIVE,2025-11-12 06:25:08,2025-11-12 06:25:08
SRC_RETURN_ITEM_B002_000000100,RI0000036559,R000022346,OI0000014454,P000187,1,268.36,DEFECTIVE,2024-11-25 17:41:19,2024-11-25 17:41:19
SRC_RETURN_ITEM_B002_000000101,RI0000036560,R000022346,OI0000014453,P000450,1,1143.54,UNWANTED,2024-11-25 17:41:19,2024-11-25 17:41:19
SRC_RETURN_ITEM_B002_000000102,RI0000036561,R000021706,OI0000014555,P000199,1,559.96,LATE_DELIVERY,2026-07-23 20:07:08,2026-07-23 20:07:08
SRC_RETURN_ITEM_B002_000000103,RI0000036562,R000021706,OI0000014554,P000429,3,3086.23,UNWANTED,2026-07-23 20:07:08,2026-07-23 20:07:08
SRC_RETURN_ITEM_B002_000000104,RI0000036563,R000022451,OI0000014561,P000358,1,22.02,DEFECTIVE,2025-02-04 09:04:54,2025-02-04 09:04:54
SRC_RETURN_ITEM_B002_000000105,RI0000036564,R000022451,OI0000014563,P000175,1,1064.35,UNWANTED,2025-02-04 09:04:54,2025-02-04 09:04:54
SRC_RETURN_ITEM_B002_000000106,RI0000036565,R000022451,OI0000014562,P000169,1,1001.10,DAMAGED,2025-02-04 09:04:54,2025-02-04 09:04:54
SRC_RETURN_ITEM_B002_000000107,RI0000036566,R000021384,OI0000014992,P000013,1,1179.42,DAMAGED,2025-07-14 22:38:47,2025-07-14 22:38:47
SRC_RETURN_ITEM_B002_000000108,RI0000036567,R000022513,OI0000015665,P000349,1,396.60,SIZE_FIT,2026-04-23 00:18:39,2026-04-23 00:18:39
SRC_RETURN_ITEM_B002_000000109,RI0000036568,R000022513,OI0000015666,P000328,2,1213.55,WRONG_ITEM,2026-04-23 00:18:39,2026-04-23 00:18:39
SRC_RETURN_ITEM_B002_000000110,RI0000036569,R000022513,OI0000015668,P000120,1,289.55,DAMAGED,2026-04-23 00:18:39,2026-04-23 00:18:39
SRC_RETURN_ITEM_B002_000000111,RI0000036570,R000022788,OI0000015738,P000281,1,482.65,UNWANTED,2025-01-31 13:21:53,2025-01-31 13:21:53
SRC_RETURN_ITEM_B002_000000112,RI0000036571,R000022788,OI0000015739,P000458,1,822.78,UNWANTED,2025-01-31 13:21:53,2025-01-31 13:21:53
SRC_RETURN_ITEM_B002_000000113,RI0000036572,R000022577,OI0000015846,P000220,1,788.50,SIZE_FIT,2025-09-17 12:01:06,2025-09-17 12:01:06
SRC_RETURN_ITEM_B002_000000114,RI0000036573,R000022577,OI0000015844,P000177,1,525.98,UNWANTED,2025-09-17 12:01:06,2025-09-17 12:01:06
SRC_RETURN_ITEM_B002_000000115,RI0000036574,R000022577,OI0000015847,P000264,1,523.75,LATE_DELIVERY,2025-09-17 12:01:06,2025-09-17 12:01:06
SRC_RETURN_ITEM_B002_000000116,RI0000036575,R000021694,OI0000016187,P000367,1,310.68,UNWANTED,2025-08-11 22:18:36,2025-08-11 22:18:36
SRC_RETURN_ITEM_B002_000000117,RI0000036576,R000021694,OI0000016188,P000493,1,663.50,SIZE_FIT,2025-08-11 22:18:36,2025-08-11 22:18:36
SRC_RETURN_ITEM_B002_000000118,RI0000036577,R000022336,OI0000016506,P000029,1,1161.94,LATE_DELIVERY,2025-07-01 11:54:46,2025-07-01 11:54:46
SRC_RETURN_ITEM_B002_000000119,RI0000036578,R000022336,OI0000016507,P000128,1,1189.69,DAMAGED,2025-07-01 11:54:46,2025-07-01 11:54:46
SRC_RETURN_ITEM_B002_000000120,RI0000036579,R000021923,OI0000016519,P000325,1,756.74,UNWANTED,2026-05-10 01:38:34,2026-05-10 01:38:34
SRC_RETURN_ITEM_B002_000000121,RI0000036580,R000021897,OI0000016701,P000321,1,32.00,SIZE_FIT,2024-05-16 07:51:44,2024-05-16 07:51:44
SRC_RETURN_ITEM_B002_000000122,RI0000036581,R000021897,OI0000016702,P000255,2,1648.80,WRONG_ITEM,2024-05-16 07:51:44,2024-05-16 07:51:44
SRC_RETURN_ITEM_B002_000000123,RI0000036582,R000022199,OI0000016898,P000013,1,1179.42,SIZE_FIT,2026-02-18 06:22:32,2026-02-18 06:22:32
SRC_RETURN_ITEM_B002_000000124,RI0000036583,R000021851,OI0000016973,P000043,1,296.11,WRONG_ITEM,2026-01-22 09:51:22,2026-01-22 09:51:22
SRC_RETURN_ITEM_B002_000000125,RI0000036584,R000021845,OI0000017095,P000451,1,1102.13,DEFECTIVE,2025-09-29 04:22:17,2025-09-29 04:22:17
SRC_RETURN_ITEM_B002_000000126,RI0000036585,R000022498,OI0000017198,P000449,3,461.36,DEFECTIVE,2025-07-03 22:16:29,2025-07-03 22:16:29
SRC_RETURN_ITEM_B002_000000127,RI0000036586,R000022190,OI0000017507,P000045,2,2140.37,SIZE_FIT,2024-07-20 20:45:35,2024-07-20 20:45:35
SRC_RETURN_ITEM_B002_000000128,RI0000036587,R000022139,OI0000017664,P000049,1,1021.14,SIZE_FIT,2024-10-28 01:57:12,2024-10-28 01:57:12
SRC_RETURN_ITEM_B002_000000129,RI0000036588,R000021853,OI0000017971,P000409,1,108.67,SIZE_FIT,2025-08-20 09:38:41,2025-08-20 09:38:41
SRC_RETURN_ITEM_B002_000000130,RI0000036589,R000021853,OI0000017970,P000100,1,182.82,DEFECTIVE,2025-08-20 09:38:41,2025-08-20 09:38:41
SRC_RETURN_ITEM_B002_000000131,RI0000036590,R000021853,OI0000017969,P000418,1,1065.66,DEFECTIVE,2025-08-20 09:38:41,2025-08-20 09:38:41
SRC_RETURN_ITEM_B002_000000132,RI0000036591,R000022128,OI0000018281,P000270,1,1163.72,SIZE_FIT,2025-05-18 06:15:52,2025-05-18 06:15:52
SRC_RETURN_ITEM_B002_000000133,RI0000036592,R000021837,OI0000018648,P000016,2,967.39,WRONG_ITEM,2024-02-20 02:54:48,2024-02-20 02:54:48
SRC_RETURN_ITEM_B002_000000134,RI0000036593,R000022635,OI0000018662,P000311,1,646.92,DEFECTIVE,2024-11-30 10:29:34,2024-11-30 10:29:34
SRC_RETURN_ITEM_B002_000000135,RI0000036594,R000021481,OI0000018871,P000389,3,353.74,DEFECTIVE,2024-02-01 12:52:50,2024-02-01 12:52:50
SRC_RETURN_ITEM_B002_000000136,RI0000036595,R000021481,OI0000018870,P000356,2,368.91,UNWANTED,2024-02-01 12:52:50,2024-02-01 12:52:50
SRC_RETURN_ITEM_B002_000000137,RI0000036596,R000022401,OI0000018927,P000277,2,2119.85,DEFECTIVE,2025-10-15 23:40:47,2025-10-15 23:40:47
SRC_RETURN_ITEM_B002_000000138,RI0000036597,R000022401,OI0000018926,P000408,2,123.41,DAMAGED,2025-10-15 23:40:47,2025-10-15 23:40:47
SRC_RETURN_ITEM_B002_000000139,RI0000036598,R000022401,OI0000018929,P000086,2,1768.94,LATE_DELIVERY,2025-10-15 23:40:47,2025-10-15 23:40:47
SRC_RETURN_ITEM_B002_000000140,RI0000036599,R000022644,OI0000019125,P000455,1,295.13,DEFECTIVE,2024-11-27 02:15:40,2024-11-27 02:15:40
SRC_RETURN_ITEM_B002_000000141,RI0000036600,R000022713,OI0000019357,P000156,1,753.43,WRONG_ITEM,2026-04-04 20:08:57,2026-04-04 20:08:57
SRC_RETURN_ITEM_B002_000000142,RI0000036601,R000022160,OI0000019670,P000226,1,800.11,DEFECTIVE,2026-06-06 09:11:04,2026-06-06 09:11:04
SRC_RETURN_ITEM_B002_000000143,RI0000036602,R000022101,OI0000019726,P000435,2,2030.19,LATE_DELIVERY,2024-05-04 09:24:17,2024-05-04 09:24:17
SRC_RETURN_ITEM_B002_000000144,RI0000036603,R000022101,OI0000019724,P000120,1,304.79,WRONG_ITEM,2024-05-04 09:24:17,2024-05-04 09:24:17
SRC_RETURN_ITEM_B002_000000145,RI0000036604,R000022101,OI0000019725,P000115,1,499.91,UNWANTED,2024-05-04 09:24:17,2024-05-04 09:24:17
SRC_RETURN_ITEM_B002_000000146,RI0000036605,R000021860,OI0000019729,P000023,1,185.59,DEFECTIVE,2026-08-26 15:35:59,2026-08-26 15:35:59
SRC_RETURN_ITEM_B002_000000147,RI0000036606,R000021565,OI0000019761,P000111,2,142.56,DAMAGED,2025-11-13 19:33:20,2025-11-13 19:33:20
SRC_RETURN_ITEM_B002_000000148,RI0000036607,R000021565,OI0000019762,P000108,1,505.52,SIZE_FIT,2025-11-13 19:33:20,2025-11-13 19:33:20
SRC_RETURN_ITEM_B002_000000149,RI0000036608,R000021565,OI0000019760,P000082,1,203.77,UNWANTED,2025-11-13 19:33:20,2025-11-13 19:33:20
SRC_RETURN_ITEM_B002_000000150,RI0000036609,R000021636,OI0000020083,P000489,1,371.76,LATE_DELIVERY,2025-05-16 09:06:09,2025-05-16 09:06:09
SRC_RETURN_ITEM_B002_000000151,RI0000036610,R000021636,OI0000020082,P000073,1,815.51,DAMAGED,2025-05-16 09:06:09,2025-05-16 09:06:09
SRC_RETURN_ITEM_B002_000000152,RI0000036611,R000021655,OI0000020576,P000127,2,316.10,SIZE_FIT,2024-07-09 17:01:40,2024-07-09 17:01:40
SRC_RETURN_ITEM_B002_000000153,RI0000036612,R000021655,OI0000020575,P000232,1,852.96,LATE_DELIVERY,2024-07-09 17:01:40,2024-07-09 17:01:40
SRC_RETURN_ITEM_B002_000000154,RI0000036613,R000021655,OI0000020577,P000190,1,362.41,DEFECTIVE,2024-07-09 17:01:40,2024-07-09 17:01:40
SRC_RETURN_ITEM_B002_000000155,RI0000036614,R000021982,OI0000020658,P000103,1,138.71,DEFECTIVE,2026-07-18 06:45:50,2026-07-18 06:45:50
SRC_RETURN_ITEM_B002_000000156,RI0000036615,R000021448,OI0000020897,P000048,1,275.80,UNWANTED,2026-09-21 06:35:34,2026-09-21 06:35:34
SRC_RETURN_ITEM_B002_000000157,RI0000036616,R000022328,OI0000021030,P000302,2,9.46,SIZE_FIT,2024-09-27 01:47:05,2024-09-27 01:47:05
SRC_RETURN_ITEM_B002_000000158,RI0000036617,R000022328,OI0000021031,P000209,1,659.28,WRONG_ITEM,2024-09-27 01:47:05,2024-09-27 01:47:05
SRC_RETURN_ITEM_B002_000000159,RI0000036618,R000021883,OI0000021049,P000144,3,2953.62,DAMAGED,2024-03-31 22:21:42,2024-03-31 22:21:42
SRC_RETURN_ITEM_B002_000000160,RI0000036619,R000021883,OI0000021048,P000071,2,489.91,WRONG_ITEM,2024-03-31 22:21:42,2024-03-31 22:21:42
SRC_RETURN_ITEM_B002_000000161,RI0000036620,R000021883,OI0000021047,P000205,2,509.47,WRONG_ITEM,2024-03-31 22:21:42,2024-03-31 22:21:42
SRC_RETURN_ITEM_B002_000000162,RI0000036621,R000021562,OI0000021541,P000368,1,594.64,WRONG_ITEM,2024-04-25 05:52:31,2024-04-25 05:52:31
SRC_RETURN_ITEM_B002_000000163,RI0000036622,R000021742,OI0000021734,P000470,1,1045.54,DAMAGED,2024-02-01 03:00:59,2024-02-01 03:00:59
