source_record_id,return_id,order_id,customer_id,return_timestamp,return_status,return_reason,total_refund_amount,created_at,updated_at
SRC_RETURN_B002_000000039,R000021338,O000015783,C0014399,2025-02-10 22:55:09,COMPLETED,WRONG_ITEM,3117.93,2025-02-10 22:55:09,2025-02-10 22:55:09
SRC_RETURN_B002_000000040,R000021339,O000042026,C0020886,2025-12-11 08:49:49,COMPLETED,DEFECTIVE,1322.52,2025-12-11 08:49:49,2025-12-11 08:49:49
SRC_RETURN_B002_000000041,R000021340,O000060238,C0022316,2024-05-23 11:14:35,COMPLETED,DEFECTIVE,274.31,2024-05-23 11:14:35,2024-05-23 11:14:35
SRC_RETURN_B002_000000042,R000021341,O000083604,C0003885,2024-11-10 11:24:40,COMPLETED,DAMAGED,1402.34,2024-11-10 11:24:40,2024-11-10 11:24:40
SRC_RETURN_B002_000000043,R000021342,O000004561,C0035830,2024-06-19 13:45:54,COMPLETED,DEFECTIVE,2276.21,2024-06-19 13:45:54,2024-06-19 13:45:54
SRC_RETURN_B002_000000044,R000021343,O000011327,C0047145,2025-07-29 19:46:02,COMPLETED,DEFECTIVE,1166.92,2025-07-29 19:46:02,2025-07-29 19:46:02
SRC_RETURN_B002_000000045,R000021344,O000073462,C0036139,2025-01-13 22:40:24,COMPLETED,DEFECTIVE,1844.66,2025-01-13 22:40:24,2025-01-13 22:40:24
SRC_RETURN_B002_000000046,R000021345,O000069189,C0035144,2025-12-23 13:32:47,COMPLETED,DAMAGED,1574.52,2025-12-23 13:32:47,2025-12-23 13:32:47
SRC_RETURN_B002_000000047,R000021346,O000094787,C0000359,2025-06-29 06:39:03,COMPLETED,UNWANTED,820.37,2025-06-29 06:39:03,2025-06-29 06:39:03
SRC_RETURN_B002_000000048,R000021347,O000084595,C0016019,2024-09-14 17:33:34,COMPLETED,DAMAGED,10.69,2024-09-14 17:33:34,2024-09-14 17:33:34
SRC_RETURN_B002_000000049,R000021348,O000010781,C0047075,2025-12-02 03:10:27,COMPLETED,SIZE_FIT,1211.79,2025-12-02 03:10:27,2025-12-02 03:10:27
SRC_RETURN_B002_000000050,R000021349,O000026042,C0002231,2026-01-22 16:24:18,COMPLETED,SIZE_FIT,95.00,2026-01-22 16:24:18,2026-01-22 16:24:18
SRC_RETURN_B002_000000051,R000021350,O000080415,C0034428,2026-06-06 04:27:18,COMPLETED,UNWANTED,567.08,2026-06-06 04:27:18,2026-06-06 04:27:18
SRC_RETURN_B002_000000052,R000021351,O000115895,C0047132,2024-10-19 15:49:13,COMPLETED,SIZE_FIT,101.81,2024-10-19 15:49:13,2024-10-19 15:49:13
SRC_RETURN_B002_000000053,R000021352,O000081407,C0019627,2024-05-11 11:21:35,COMPLETED,DAMAGED,583.79,2024-05-11 11:21:35,2024-05-11 11:21:35
SRC_RETURN_B002_000000054,R000021353,O000118690,C0029674,2024-09-09 11:22:23,COMPLETED,DAMAGED,1267.57,2024-09-09 11:22:23,2024-09-09 11:22:23
SRC_RETURN_B002_000000055,R000021354,O000055032,C0018368,2025-07-04 01:46:52,COMPLETED,SIZE_FIT,8.99,2025-07-04 01:46:52,2025-07-04 01:46:52
SRC_RETURN_B002_000000056,R000021355,O000092133,C0014650,2024-04-13 14:57:17,COMPLETED,WRONG_ITEM,650.46,2024-04-13 14:57:17,2024-04-13 14:57:17
SRC_RETURN_B002_000000057,R000021356,O000087991,C0017856,2024-04-27 06:37:34,COMPLETED,DEFECTIVE,1105.97,2024-04-27 06:37:34,2024-04-27 06:37:34
SRC_RETURN_B002_000000058,R000021357,O000042578,C0023423,2026-04-22 22:56:18,COMPLETED,DAMAGED,2318.69,2026-04-22 22:56:18,2026-04-22 22:56:18
SRC_RETURN_B002_000000059,R000021358,O000108316,C0045401,2024-12-03 11:37:52,COMPLETED,WRONG_ITEM,1479.99,2024-12-03 11:37:52,2024-12-03 11:37:52
SRC_RETURN_B002_000000060,R000021359,O000042030,C0049308,2026-09-09 16:20:18,COMPLETED,DEFECTIVE,2403.04,2026-09-09 16:20:18,2026-09-09 16:20:18
SRC_RETURN_B002_000000061,R000021360,O000042219,C0040875,2025-11-08 15:45:47,COMPLETED,WRONG_ITEM,1010.94,2025-11-08 15:45:47,2025-11-08 15:45:47
SRC_RETURN_B002_000000062,R000021361,O000035236,C0040194,2026-08-24 08:17:05,COMPLETED,DEFECTIVE,1476.66,2026-08-24 08:17:05,2026-08-24 08:17:05
SRC_RETURN_B002_000000063,R000021362,O000081336,C0024606,2025-07-21 19:32:37,COMPLETED,UNWANTED,3840.46,2025-07-21 19:32:37,2025-07-21 19:32:37
SRC_RETURN_B002_000000064,R000021363,O000119316,C0008950,2025-01-31 20:04:35,COMPLETED,LATE_DELIVERY,1048.62,2025-01-31 20:04:35,2025-01-31 20:04:35
SRC_RETURN_B002_000000065,R000021364,O000104894,C0003026,2024-02-08 19:54:50,COMPLETED,WRONG_ITEM,1166.85,2024-02-08 19:54:50,2024-02-08 19:54:50
SRC_RETURN_B002_000000066,R000021365,O000031045,C0012394,2025-09-12 06:50:36,COMPLETED,DAMAGED,415.99,2025-09-12 06:50:36,2025-09-12 06:50:36
SRC_RETURN_B002_000000067,R000021366,O000041837,C0011743,2024-11-27 01:56:02,COMPLETED,DAMAGED,1902.10,2024-11-27 01:56:02,2024-11-27 01:56:02
SRC_RETURN_B002_000000068,R000021367,O000007720,C0004363,2025-12-21 03:14:43,COMPLETED,DEFECTIVE,1987.00,2025-12-21 03:14:43,2025-12-21 03:14:43
SRC_RETURN_B002_000000069,R000021368,O000101876,C0031751,2025-09-10 00:31:55,COMPLETED,LATE_DELIVERY,163.34,2025-09-10 00:31:55,2025-09-10 00:31:55
SRC_RETURN_B002_000000070,R000021369,O000061942,C0033238,2024-06-28 21:34:29,COMPLETED,DAMAGED,199.51,2024-06-28 21:34:29,2024-06-28 21:34:29
SRC_RETURN_B002_000000071,R000021370,O000069917,C0032806,2024-07-23 04:09:03,COMPLETED,DEFECTIVE,1076.76,2024-07-23 04:09:03,2024-07-23 04:09:03
SRC_RETURN_B002_000000072,R000021371,O000036903,C0020543,2025-12-03 06:36:46,COMPLETED,UNWANTED,2114.88,2025-12-03 06:36:46,2025-12-03 06:36:46
SRC_RETURN_B002_000000073,R000021372,O000065116,C0048970,2025-11-10 18:36:31,COMPLETED,SIZE_FIT,941.98,2025-11-10 18:36:31,2025-11-10 18:36:31
SRC_RETURN_B002_000000074,R000021373,O000008779,C0011876,2025-02-18 15:22:23,COMPLETED,DAMAGED,2722.66,2025-02-18 15:22:23,2025-02-18 15:22:23
SRC_RETURN_B002_000000075,R000021374,O000107044,C0010619,2025-05-08 17:18:03,COMPLETED,WRONG_ITEM,1379.72,2025-05-08 17:18:03,2025-05-08 17:18:03
SRC_RETURN_B002_000000076,R000021375,O000024064,C0001596,2025-04-04 08:36:45,COMPLETED,UNWANTED,1531.38,2025-04-04 08:36:45,2025-04-04 08:36:45
SRC_RETURN_B002_000000077,R000021376,O000021267,C0032000,2024-08-11 11:04:24,COMPLETED,DAMAGED,166.89,2024-08-11 11:04:24,2024-08-11 11:04:24
SRC_RETURN_B002_000000078,R000021377,O000103883,C0003497,2024-09-13 21:13:01,COMPLETED,DAMAGED,638.71,2024-09-13 21:13:01,2024-09-13 21:13:01
SRC_RETURN_B002_000000079,R000021378,O000011386,C0038324,2025-11-15 18:36:22,COMPLETED,SIZE_FIT,2532.32,2025-11-15 18:36:22,2025-11-15 18:36:22
SRC_RETURN_B002_000000080,R000021379,O000048234,C0009078,2026-03-29 04:07:59,COMPLETED,LATE_DELIVERY,352.57,2026-03-29 04:07:59,2026-03-29 04:07:59
SRC_RETURN_B002_000000081,R000021380,O000032214,C0021515,2026-01-12 09:19:04,COMPLETED,DAMAGED,1808.57,2026-01-12 09:19:04,2026-01-12 09:19:04
SRC_RETURN_B002_000000082,R000021381,O000094976,C0035868,2025-08-21 01:57:54,COMPLETED,UNWANTED,2036.11,2025-08-21 01:57:54,2025-08-21 01:57:54
SRC_RETURN_B002_000000083,R000021382,O000018184,C0042227,2025-05-04 14:34:38,COMPLETED,LATE_DELIVERY,19.58,2025-05-04 14:34:38,2025-05-04 14:34:38
SRC_RETURN_B002_000000084,R000021383,O000106343,C0035677,2026-01-03 14:05:26,COMPLETED,UNWANTED,478.00,2026-01-03 14:05:26,2026-01-03 14:05:26
SRC_RETURN_B002_000000085,R000021384,O000004906,C0037000,2025-07-14 22:38:47,COMPLETED,WRONG_ITEM,1179.42,2025-07-14 22:38:47,2025-07-14 22:38:47
SRC_RETURN_B002_000000086,R000021385,O000110168,C0009501,2026-08-06 09:17:03,COMPLETED,DEFECTIVE,2421.96,2026-08-06 09:17:03,2026-08-06 09:17:03
SRC_RETURN_B002_000000087,R000021386,O000032269,C0033247,2024-03-28 06:37:07,COMPLETED,WRONG_ITEM,1448.31,2024-03-28 06:37:07,2024-03-28 06:37:07
SRC_RETURN_B002_000000088,R000021387,O000107572,C0048418,2026-01-04 03:02:49,COMPLETED,DEFECTIVE,658.54,2026-01-04 03:02:49,2026-01-04 03:02:49
SRC_RETURN_B002_000000089,R000021388,O000112833,C0015550,2024-03-20 03:27:12,COMPLETED,DEFECTIVE,1322.87,2024-03-20 03:27:12,2024-03-20 03:27:12
SRC_RETURN_B002_000000090,R000021389,O000094796,C0032589,2025-02-01 18:28:49,COMPLETED,DAMAGED,1736.90,2025-02-01 18:28:49,2025-02-01 18:28:49
SRC_RETURN_B002_000000091,R000021390,O000090938,C0037811,2024-03-15 18:02:10,COMPLETED,LATE_DELIVERY,1108.57,2024-03-15 18:02:10,2024-03-15 18:02:10
SRC_RETURN_B002_000000092,R000021391,O000030676,C0041318,2026-08-03 23:45:28,COMPLETED,DAMAGED,2147.03,2026-08-03 23:45:28,2026-08-03 23:45:28
SRC_RETURN_B002_000000093,R000021392,O000022922,C0046889,2024-09-28 00:33:51,COMPLETED,DEFECTIVE,632.64,2024-09-28 00:33:51,2024-09-28 00:33:51
SRC_RETURN_B002_000000094,R000021393,O000090035,C0000037,2024-09-10 06:56:27,COMPLETED,SIZE_FIT,1641.96,2024-09-10 06:56:27,2024-09-10 06:56:27
SRC_RETURN_B002_000000095,R000021394,O000031070,C0019859,2025-12-18 18:07:24,COMPLETED,WRONG_ITEM,2638.60,2025-12-18 18:07:24,2025-12-18 18:07:24
SRC_RETURN_B002_000000096,R000021395,O000114496,C0017317,2026-09-07 08:31:53,COMPLETED,DAMAGED,3693.41,2026-09-07 08:31:53,2026-09-07 08:31:53
SRC_RETURN_B002_000000097,R000021396,O000079053,C0036350,2025-08-16 04:40:55,COMPLETED,DEFECTIVE,1965.66,2025-08-16 04:40:55,2025-08-16 04:40:55
SRC_RETURN_B002_000000098,R000021397,O000051211,C0026324,2025-11-09 00:26:41,COMPLETED,DAMAGED,531.09,2025-11-09 00:26:41,2025-11-09 00:26:41
SRC_RETURN_B002_000000099,R000021398,O000105323,C0045300,2026-07-19 06:17:48,COMPLETED,UNWANTED,1176.77,2026-07-19 06:17:48,2026-07-19 06:17:48
SRC_RETURN_B002_000000100,R000021399,O000102855,C0044413,2025-07-05 20:40:21,COMPLETED,SIZE_FIT,405.32,2025-07-05 20:40:21,2025-07-05 20:40:21
SRC_RETURN_B002_000000101,R000021400,O000115800,C0000097,2025-09-25 20:56:53,COMPLETED,DEFECTIVE,118.70,2025-09-25 20:56:53,2025-09-25 20:56:53
SRC_RETURN_B002_000000102,R000021401,O000044343,C0040931,2025-04-02 01:14:00,COMPLETED,LATE_DELIVERY,1156.38,2025-04-02 01:14:00,2025-04-02 01:14:00
SRC_RETURN_B002_000000103,R000021402,O000004502,C0005621,2024-04-13 02:31:17,COMPLETED,SIZE_FIT,798.89,2024-04-13 02:31:17,2024-04-13 02:31:17
SRC_RETURN_B002_000000104,R000021403,O000111603,C0013616,2025-01-16 06:35:11,COMPLETED,LATE_DELIVERY,296.11,2025-01-16 06:35:11,2025-01-16 06:35:11
SRC_RETURN_B002_000000105,R000021404,O000049857,C0036226,2025-08-19 20:38:51,COMPLETED,DEFECTIVE,1925.95,2025-08-19 20:38:51,2025-08-19 20:38:51
SRC_RETURN_B002_000000106,R000021405,O000077606,C0035455,2025-10-01 21:00:47,COMPLETED,UNWANTED,185.57,2025-10-01 21:00:47,2025-10-01 21:00:47
SRC_RETURN_B002_000000107,R000021406,O000116199,C0017951,2026-05-06 23:15:13,COMPLETED,WRONG_ITEM,1509.79,2026-05-06 23:15:13,2026-05-06 23:15:13
SRC_RETURN_B002_000000108,R000021407,O000042107,C0044742,2024-07-24 14:34:08,COMPLETED,DAMAGED,1337.90,2024-07-24 14:34:08,2024-07-24 14:34:08
SRC_RETURN_B002_000000109,R000021408,O000035656,C0016219,2024-08-24 18:53:30,COMPLETED,LATE_DELIVERY,1291.10,2024-08-24 18:53:30,2024-08-24 18:53:30
SRC_RETURN_B002_000000110,R000021409,O000029807,C0039904,2025-07-31 10:54:29,COMPLETED,WRONG_ITEM,9.17,2025-07-31 10:54:29,2025-07-31 10:54:29
SRC_RETURN_B002_000000111,R000021410,O000058990,C0017817,2024-10-03 14:35:34,COMPLETED,DEFECTIVE,2886.34,2024-10-03 14:35:34,2024-10-03 14:35:34
SRC_RETURN_B002_000000112,R000021411,O000003297,C0026159,2026-08-17 11:28:34,COMPLETED,WRONG_ITEM,686.00,2026-08-17 11:28:34,2026-08-17 11:28:34
SRC_RETURN_B002_000000113,R000021412,O000072237,C0007254,2025-10-23 09:51:31,COMPLETED,LATE_DELIVERY,1463.83,2025-10-23 09:51:31,2025-10-23 09:51:31
SRC_RETURN_B002_000000114,R000021413,O000020141,C0036165,2025-08-30 04:50:20,COMPLETED,LATE_DELIVERY,555.52,2025-08-30 04:50:20,2025-08-30 04:50:20
SRC_RETURN_B002_000000115,R000021414,O000102612,C0013269,2024-08-31 00:23:16,COMPLETED,UNWANTED,1177.45,2024-08-31 00:23:16,2024-08-31 00:23:16
SRC_RETURN_B002_000000116,R000021415,O000057148,C0006952,2026-02-03 01:07:59,COMPLETED,SIZE_FIT,4114.67,2026-02-03 01:07:59,2026-02-03 01:07:59
SRC_RETURN_B002_000000117,R000021416,O000060532,C0013728,2024-09-20 00:00:47,COMPLETED,LATE_DELIVERY,18.72,2024-09-20 00:00:47,2024-09-20 00:00:47
SRC_RETURN_B002_000000118,R000021417,O000118876,C0028426,2025-07-05 20:45:53,COMPLETED,SIZE_FIT,1108.33,2025-07-05 20:45:53,2025-07-05 20:45:53
SRC_RETURN_B002_000000119,R000021418,O000061131,C0048262,2026-09-28 01:16:01,COMPLETED,DEFECTIVE,1126.48,2026-09-28 01:16:01,2026-09-28 01:16:01
SRC_RETURN_B002_000000120,R000021419,O000103677,C0040459,2025-04-18 07:24:11,COMPLETED,WRONG_ITEM,1660.98,2025-04-18 07:24:11,2025-04-18 07:24:11
SRC_RETURN_B002_000000121,R000021420,O000061805,C0025028,2025-05-06 02:53:40,COMPLETED,WRONG_ITEM,228.98,2025-05-06 02:53:40,2025-05-06 02:53:40
SRC_RETURN_B002_000000122,R000021421,O000088676,C0043886,2025-07-18 07:18:33,COMPLETED,DEFECTIVE,621.84,2025-07-18 07:18:33,2025-07-18 07:18:33
SRC_RETURN_B002_000000123,R000021422,O000115100,C0023044,2024-11-16 05:01:30,COMPLETED,LATE_DELIVERY,1644.37,2024-11-16 05:01:30,2024-11-16 05:01:30
SRC_RETURN_B002_000000124,R000021423,O000063134,C0007973,2025-02-14 23:08:51,COMPLETED,SIZE_FIT,540.00,2025-02-14 23:08:51,2025-02-14 23:08:51
SRC_RETURN_B002_000000125,R000021424,O000038930,C0042756,2025-10-19 15:14:49,COMPLETED,UNWANTED,770.90,2025-10-19 15:14:49,2025-10-19 15:14:49
SRC_RETURN_B002_000000126,R000021425,O000016965,C0034363,2024-05-22 11:02:33,COMPLETED,UNWANTED,836.58,2024-05-22 11:02:33,2024-05-22 11:02:33
SRC_RETURN_B002_000000127,R000021426,O000072164,C0046971,2024-12-10 11:10:54,COMPLETED,WRONG_ITEM,50.22,2024-12-10 11:10:54,2024-12-10 11:10:54
SRC_RETURN_B002_000000128,R000021427,O000118117,C0035424,2026-06-24 03:40:21,COMPLETED,UNWANTED,184.45,2026-06-24 03:40:21,2026-06-24 03:40:21
SRC_RETURN_B002_000000129,R000021428,O000076988,C0046719,2024-07-20 17:12:31,COMPLETED,WRONG_ITEM,1689.80,2024-07-20 17:12:31,2024-07-20 17:12:31
SRC_RETURN_B002_000000130,R000021429,O000077946,C0020824,2024-05-14 22:13:46,COMPLETED,WRONG_ITEM,3402.79,2024-05-14 22:13:46,2024-05-14 22:13:46
SRC_RETURN_B002_000000131,R000021430,O000025394,C0039207,2025-03-13 13:40:07,COMPLETED,SIZE_FIT,585.34,2025-03-13 13:40:07,2025-03-13 13:40:07
SRC_RETURN_B002_000000132,R000021431,O000071487,C0047220,2025-12-23 07:25:35,COMPLETED,DEFECTIVE,1317.48,2025-12-23 07:25:35,2025-12-23 07:25:35
SRC_RETURN_B002_000000133,R000021432,O000056421,C0049736,2024-11-21 19:14:47,COMPLETED,DAMAGED,1021.06,2024-11-21 19:14:47,2024-11-21 19:14:47
SRC_RETURN_B002_000000134,R000021433,O000111079,C0010598,2025-04-15 16:56:41,COMPLETED,UNWANTED,4427.20,2025-04-15 16:56:41,2025-04-15 16:56:41
SRC_RETURN_B002_000000135,R000021434,O000028109,C0036982,2025-04-16 06:25:36,COMPLETED,LATE_DELIVERY,650.38,2025-04-16 06:25:36,2025-04-16 06:25:36
SRC_RETURN_B002_000000136,R000021435,O000091540,C0025523,2026-02-16 06:11:10,COMPLETED,LATE_DELIVERY,1044.37,2026-02-16 06:11:10,2026-02-16 06:11:10
SRC_RETURN_B002_000000137,R000021436,O000087719,C0031160,2025-04-18 05:21:19,COMPLETED,LATE_DELIVERY,1364.04,2025-04-18 05:21:19,2025-04-18 05:21:19
SRC_RETURN_B002_000000138,R000021437,O000057479,C0007476,2026-04-28 05:48:16,COMPLETED,WRONG_ITEM,764.56,2026-04-28 05:48:16,2026-04-28 05:48:16
SRC_RETURN_B002_000000139,R000021438,O000094989,C0050012,2026-06-28 15:07:07,COMPLETED,LATE_DELIVERY,4361.86,2026-06-28 15:07:07,2026-06-28 15:07:07
SRC_RETURN_B002_000000140,R000021439,O000093119,C0043581,2026-01-14 19:10:51,COMPLETED,UNWANTED,1706.25,2026-01-14 19:10:51,2026-01-14 19:10:51
SRC_RETURN_B002_000000141,R000021440,O000101394,C0029291,2026-02-04 22:36:18,COMPLETED,UNWANTED,1620.82,2026-02-04 22:36:18,2026-02-04 22:36:18
SRC_RETURN_B002_000000142,R000021441,O000085999,C0023396,2024-08-21 04:34:12,COMPLETED,DEFECTIVE,1114.16,2024-08-21 04:34:12,2024-08-21 04:34:12
SRC_RETURN_B002_000000143,R000021442,O000028560,C0023268,2025-09-15 03:18:13,COMPLETED,DEFECTIVE,1597.38,2025-09-15 03:18:13,2025-09-15 03:18:13
SRC_RETURN_B002_000000144,R000021443,O000064974,C0048058,2025-09-11 20:53:19,COMPLETED,DEFECTIVE,1146.89,2025-09-11 20:53:19,2025-09-11 20:53:19
SRC_RETURN_B002_000000145,R000021444,O000030116,C0002568,2025-07-20 21:35:45,COMPLETED,LATE_DELIVERY,113.14,2025-07-20 21:35:45,2025-07-20 21:35:45
SRC_RETURN_B002_000000146,R000021445,O000108079,C0004271,2026-03-16 20:05:26,COMPLETED,DAMAGED,1546.85,2026-03-16 20:05:26,2026-03-16 20:05:26
SRC_RETURN_B002_000000147,R000021446,O000081914,C0033481,2026-07-02 01:52:11,COMPLETED,UNWANTED,2039.64,2026-07-02 01:52:11,2026-07-02 01:52:11
SRC_RETURN_B002_000000148,R000021447,O000119452,C0043359,2024-10-31 18:53:42,COMPLETED,UNWANTED,189.70,2024-10-31 18:53:42,2024-10-31 18:53:42
SRC_RETURN_B002_000000149,R000021448,O000006798,C0006441,2026-09-21 06:35:34,COMPLETED,DEFECTIVE,275.80,2026-09-21 06:35:34,2026-09-21 06:35:34
SRC_RETURN_B002_000000150,R000021449,O000010909,C0016091,2025-12-04 07:40:13,COMPLETED,WRONG_ITEM,168.12,2025-12-04 07:40:13,2025-12-04 07:40:13
SRC_RETURN_B002_000000151,R000021450,O000108388,C0028903,2024-10-20 22:56:51,COMPLETED,SIZE_FIT,654.77,2024-10-20 22:56:51,2024-10-20 22:56:51
SRC_RETURN_B002_000000152,R000021451,O000096521,C0010243,2026-05-23 04:49:12,COMPLETED,DAMAGED,624.22,2026-05-23 04:49:12,2026-05-23 04:49:12
SRC_RETURN_B002_000000153,R000021452,O000009185,C0047080,2025-04-29 01:26:24,COMPLETED,DAMAGED,1247.62,2025-04-29 01:26:24,2025-04-29 01:26:24
