source_record_id,product_id,sku,product_name,brand,unit_price,currency_code,is_active,created_at,updated_at
SRC_PRODUCT_B002_000000050,P000227,RV-000227,Essential Kettle 0227,Axiom,9.85,GBP,Y,2026-06-20 07:35:33,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000051,P000116,RV-000116,Classic Blanket 0116,Kestrel,248.56,GBP,Y,2024-06-23 10:20:24,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000052,P000452,RV-000452,Everyday Keyboard 0452,Northstar,484.50,GBP,Y,2023-09-21 04:49:18,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000053,P000028,RV-000028,Smart Jacket 0028,Velora,412.74,GBP,Y,2025-04-21 20:27:20,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000054,P000136,RV-000136,Classic Speaker 0136,Cinder,290.37,GBP,Y,2025-06-02 02:36:24,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000055,P000294,RV-000294,Everyday Kettle 0294,Velora,367.80,GBP,Y,2026-05-15 01:48:45,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000056,P000248,RV-000248,Modern Headphones 0248,Kestrel,547.67,GBP,Y,2023-03-29 11:56:41,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000057,P000338,RV-000338,Essential Kettle 0338,Meridian,888.44,GBP,Y,2024-05-19 16:43:49,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000058,P000209,RV-000209,Essential Blanket 0209,Orbis,505.45,GBP,Y,2023-06-03 17:17:18,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000059,P000413,RV-000413,Pro Speaker 0413,Axiom,67.56,GBP,N,2023-06-21 18:00:54,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000060,P000275,RV-000275,Eco Trainer 0275,Cinder,1020.19,GBP,Y,2025-08-19 09:32:34,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000061,P000201,RV-000201,Smart Backpack 0201,Lumina,455.19,GBP,Y,2023-02-27 22:36:54,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000062,P000252,RV-000252,Smart Backpack 0252,Cinder,892.03,GBP,Y,2023-08-05 23:24:21,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000063,P000331,RV-000331,Smart Kettle 0331,Meridian,269.62,GBP,Y,2026-07-28 19:39:39,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000064,P000424,RV-000424,Smart Speaker 0424,Velora,793.65,GBP,Y,2024-11-08 09:02:30,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000065,P000500,RV-000500,Smart Headphones 0500,Axiom,50.98,GBP,Y,2023-11-08 05:50:37,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000066,P000066,RV-000066,Pro Jacket 0066,Cinder,307.86,GBP,Y,2024-10-17 07:36:51,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000067,P000292,RV-000292,Eco Camera 0292,Orbis,47.56,GBP,Y,2024-06-05 18:42:46,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000068,P000177,RV-000177,Pro Keyboard 0177,Kestrel,613.65,GBP,Y,2025-03-19 15:33:38,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000069,P000261,RV-000261,Ultra Camera 0261,Axiom,606.96,GBP,Y,2023-06-12 02:55:32,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000070,P000449,RV-000449,Ultra Kettle 0449,Orbis,151.09,GBP,Y,2025-07-19 14:37:00,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000071,P000416,RV-000416,Essential Bottle 0416,Northstar,921.09,GBP,Y,2023-07-01 00:07:49,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000072,P000380,RV-000380,Everyday Shirt 0380,Axiom,750.19,GBP,Y,2024-09-11 09:29:23,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000073,P000051,RV-000051,Eco Headphones 0051,Orbis,357.55,GBP,Y,2026-05-25 06:40:39,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000074,P000269,RV-000269,Pro Keyboard 0269,Meridian,707.43,GBP,Y,2025-09-09 13:33:08,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000075,P000335,RV-000335,Smart Kettle 0335,Cinder,648.76,GBP,N,2024-09-07 04:42:31,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000076,P000188,RV-000188,Pro Speaker 0188,Orbis,722.56,GBP,Y,2024-12-17 21:22:13,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000077,P000277,RV-000277,Modern Kettle 0277,Kestrel,1099.18,GBP,Y,2024-10-17 03:07:23,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000078,P000025,RV-000025,Ultra Serum 0025,Kestrel,739.47,GBP,Y,2025-10-08 17:38:56,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000079,P000216,RV-000216,Compact Mixer 0216,Cinder,662.94,GBP,Y,2026-02-07 12:28:53,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000080,P000090,RV-000090,Smart Serum 0090,Cinder,504.33,GBP,Y,2025-01-22 04:00:16,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000081,P000450,RV-000450,Essential Jacket 0450,Meridian,1029.19,GBP,Y,2025-04-29 13:35:55,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000082,P000344,RV-000344,Eco Bottle 0344,Lumina,303.73,GBP,Y,2025-05-26 04:26:28,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000083,P000377,RV-000377,Classic Speaker 0377,Axiom,636.71,GBP,Y,2023-04-14 03:46:54,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000084,P000309,RV-000309,Smart Mixer 0309,Cinder,19.50,GBP,Y,2026-07-28 10:15:04,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000085,P000075,RV-000075,Pro Bottle 0075,Lumina,958.55,GBP,Y,2024-12-08 15:28:57,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000086,P000478,RV-000478,Essential Blanket 0478,Meridian,377.79,GBP,Y,2025-02-21 01:32:32,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000087,P000455,RV-000455,Compact Jacket 0455,Lumina,275.45,GBP,Y,2026-03-28 07:53:34,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000088,P000412,RV-000412,Modern Trainer 0412,Orbis,591.64,GBP,Y,2026-01-22 06:31:41,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000089,P000124,RV-000124,Pro Speaker 0124,Kestrel,588.36,GBP,Y,2026-02-07 02:46:50,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000090,P000417,RV-000417,Everyday Keyboard 0417,Lumina,998.59,GBP,Y,2026-07-21 12:40:46,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000091,P000477,RV-000477,Smart Blanket 0477,Axiom,1052.91,GBP,Y,2024-08-17 11:58:07,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000092,P000050,RV-000050,Compact Bottle 0050,Meridian,322.88,GBP,Y,2026-03-03 05:31:40,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000093,P000001,RV-000001,Pro Shirt 0001,Lumina,209.63,GBP,Y,2025-06-10 16:56:12,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000094,P000386,RV-000386,Ultra Backpack 0386,Kestrel,410.44,GBP,Y,2025-06-22 02:54:54,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000095,P000030,RV-000030,Ultra Watch 0030,Velora,676.61,GBP,Y,2023-12-04 06:10:36,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000096,P000194,RV-000194,Smart Speaker 0194,Meridian,1085.91,GBP,Y,2026-02-09 19:47:19,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000097,P000247,RV-000247,Compact Keyboard 0247,Axiom,371.15,GBP,Y,2023-09-01 19:15:36,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000098,P000488,RV-000488,Modern Camera 0488,Axiom,459.51,GBP,Y,2025-01-27 12:33:48,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000099,P000454,RV-000454,Compact Trainer 0454,Axiom,214.68,GBP,Y,2025-04-28 16:36:32,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000100,P000387,RV-000387,Compact Bottle 0387,Northstar,877.99,GBP,Y,2024-01-06 14:09:12,2026-09-01 00:00:00
SRC_PRODUCT_B002_000000101,P000501,RV-000501,Premium Backpack 0501,Northstar,116.91,GBP,Y,2026-09-02 10:40:09,2026-09-02 10:40:09
SRC_PRODUCT_B002_000000102,P000502,RV-000502,Everyday Jacket 0502,Axiom,396.72,GBP,True,2026-09-02 11:02:42,2026-09-02 11:02:42
SRC_PRODUCT_B002_000000103,P000503,RV-000503,Everyday Serum 0503,Axiom,539.63,GBP,Y,2026-09-02 06:56:21,2026-09-02 06:56:21
SRC_PRODUCT_B002_000000104,P000504,RV-000504,Premium Trainer 0504,Cinder,433.04,GBP,Y,2026-09-03 22:41:03,2026-09-03 22:41:03
SRC_PRODUCT_B002_000000105,P000505,RV-000505,Compact Camera 0505,Cinder,822.50,GBP,Y,2026-09-02 06:58:11,2026-09-02 06:58:11
SRC_PRODUCT_B002_000000106,P000506,RV-000506,Compact Watch 0506,Kestrel,64.16,GBP,True,2026-09-02 09:35:58,2026-09-02 09:35:58
SRC_PRODUCT_B002_000000107,P000507,RV-000507,Premium Blanket 0507,Orbis,567.94,GBP,Y,2026-09-01 09:47:51,2026-09-01 09:47:51
SRC_PRODUCT_B002_000000108,P000508,RV-000508,Compact Bottle 0508,Northstar,174.51,GBP,Y,2026-09-02 06:12:50,2026-09-02 06:12:50
SRC_PRODUCT_B002_000000109,P000509,RV-000509,Modern Keyboard 0509,Meridian,115.13,GBP,Y,2026-09-01 01:37:17,2026-09-01 01:37:17
SRC_PRODUCT_B002_000000110,P000510,RV-000510,Premium Jacket 0510,Cinder,850.18,GBP,Y,2026-09-03 21:25:25,2026-09-03 21:25:25
SRC_PRODUCT_B002_000000111,P000511,RV-000511,Compact Backpack 0511,Velora,8.40,GBP,Y,2026-09-01 01:54:24,2026-09-01 01:54:24
SRC_PRODUCT_B002_000000112,P000512,RV-000512,Modern Camera 0512,Lumina,757.57,GBP,Y,2026-09-03 17:07:24,2026-09-03 17:07:24
SRC_PRODUCT_B002_000000113,P000513,RV-000513,Modern Shirt 0513,Cinder,792.46,GBP,Y,2026-09-02 10:18:12,2026-09-02 10:18:12
SRC_PRODUCT_B002_000000114,P000514,RV-000514,Modern Bottle 0514,Northstar,882.17,GBP,Y,2026-09-01 00:25:22,2026-09-01 00:25:22
SRC_PRODUCT_B002_000000115,P000515,RV-000515,Classic Lamp 0515,Meridian,114.36,GBP,Y,2026-09-02 10:13:12,2026-09-02 10:13:12
SRC_PRODUCT_B002_000000116,P000516,RV-000516,Modern Backpack 0516,Velora,17.99,GBP,Y,2026-09-02 15:27:44,2026-09-02 15:27:44
SRC_PRODUCT_B002_000000117,P000517,RV-000517,Smart Kettle 0517,Orbis,275.54,GBP,Y,2026-09-01 17:27:13,2026-09-01 17:27:13
SRC_PRODUCT_B002_000000118,P000518,RV-000518,Pro Blanket 0518,Velora,130.12,GBP,Y,2026-09-01 03:33:52,2026-09-01 03:33:52
SRC_PRODUCT_B002_000000119,P000519,RV-000519,Everyday Camera 0519,Northstar,227.09,GBP,Y,2026-09-01 15:32:00,2026-09-01 15:32:00
SRC_PRODUCT_B002_000000120,P000520,RV-000520,Smart Blanket 0520,Axiom,772.23,GBP,Y,2026-09-03 00:29:47,2026-09-03 00:29:47
SRC_PRODUCT_B002_000000121,P000521,RV-000521,Classic Shirt 0521,Lumina,163.84,GBP,Y,2026-09-02 14:03:36,2026-09-02 14:03:36
SRC_PRODUCT_B002_000000122,P000522,RV-000522,Compact Serum 0522,Meridian,162.42,GBP,Y,2026-09-01 08:27:19,2026-09-01 08:27:19
SRC_PRODUCT_B002_000000123,P000523,RV-000523,Ultra Camera 0523,Lumina,584.32,GBP,Y,2026-09-02 06:26:43,2026-09-02 06:26:43
SRC_PRODUCT_B002_000000124,P000524,RV-000524,Essential Bottle 0524,Meridian,638.56,GBP,Y,2026-09-02 07:46:12,2026-09-02 07:46:12
SRC_PRODUCT_B002_000000125,P000525,RV-000525,Eco Shirt 0525,Cinder,170.63,GBP,Y,2026-09-02 14:23:52,2026-09-02 14:23:52
SRC_PRODUCT_B002_000000126,P000526,RV-000526,Smart Trainer 0526,Velora,520.08,GBP,Y,2026-09-01 11:26:50,2026-09-01 11:26:50
SRC_PRODUCT_B002_000000127,P000527,RV-000527,Ultra Trainer 0527,Cinder,113.03,GBP,Y,2026-09-01 17:28:32,2026-09-01 17:28:32
SRC_PRODUCT_B002_000000128,P000528,RV-000528,Smart Trainer 0528,Cinder,211.05,GBP,Y,2026-09-02 23:42:53,2026-09-02 23:42:53
SRC_PRODUCT_B002_000000129,P000529,RV-000529,Eco Camera 0529,Meridian,938.92,GBP,Y,2026-09-03 15:35:32,2026-09-03 15:35:32
SRC_PRODUCT_B002_000000130,P000530,RV-000530,Modern Headphones 0530,Orbis,889.24,GBP,Y,2026-09-02 01:45:41,2026-09-02 01:45:41
SRC_PRODUCT_B002_000000131,P000531,RV-000531,Modern Trainer 0531,Axiom,328.74,GBP,Y,2026-09-01 19:54:05,2026-09-01 19:54:05
SRC_PRODUCT_B002_000000132,P000532,RV-000532,Eco Headphones 0532,Velora,814.44,GBP,Y,2026-09-01 12:52:57,2026-09-01 12:52:57
SRC_PRODUCT_B002_000000133,P000533,RV-000533,Classic Camera 0533,Meridian,600.78,GBP,Y,2026-09-01 02:29:38,2026-09-01 02:29:38
SRC_PRODUCT_B002_000000134,P000534,RV-000534,Compact Jacket 0534,Northstar,308.91,GBP,Y,2026-09-02 09:53:15,2026-09-02 09:53:15
SRC_PRODUCT_B002_000000135,P000535,RV-000535,Eco Mixer 0535,Cinder,672.03,GBP,Y,2026-09-02 12:43:37,2026-09-02 12:43:37
SRC_PRODUCT_B002_000000136,P000536,RV-000536,Classic Backpack 0536,Northstar,916.67,GBP,Y,2026-09-02 10:35:58,2026-09-02 10:35:58
SRC_PRODUCT_B002_000000137,P000537,RV-000537,Premium Kettle 0537,Northstar,292.82,GBP,Y,2026-09-01 19:22:29,2026-09-01 19:22:29
SRC_PRODUCT_B002_000000138,P000538,RV-000538,Modern Speaker 0538,Meridian,582.84,GBP,Y,2026-09-01 14:05:23,2026-09-01 14:05:23
SRC_PRODUCT_B002_000000139,P000539,RV-000539,Essential Serum 0539,Velora,796.82,GBP,Y,2026-09-02 03:56:18,2026-09-02 03:56:18
SRC_PRODUCT_B002_000000140,P000540,RV-000540,Modern Keyboard 0540,Axiom,494.75,GBP,Y,2026-09-01 20:29:36,2026-09-01 20:29:36
SRC_PRODUCT_B002_000000141,P000541,RV-000541,Everyday Bottle 0541,Northstar,943.05,GBP,Y,2026-09-03 10:38:45,2026-09-03 10:38:45
SRC_PRODUCT_B002_000000142,P000542,RV-000542,Eco Blanket 0542,Kestrel,480.77,GBP,Y,2026-09-02 23:47:14,2026-09-02 23:47:14
SRC_PRODUCT_B002_000000143,P000543,RV-000543,Eco Backpack 0543,Velora,77.14,GBP,Y,2026-09-03 14:07:50,2026-09-03 14:07:50
SRC_PRODUCT_B002_000000144,P000544,RV-000544,Everyday Blanket 0544,Lumina,962.66,GBP,Y,2026-09-01 19:00:24,2026-09-01 19:00:24
SRC_PRODUCT_B002_000000145,P000545,RV-000545,Smart Headphones 0545,Kestrel,91.70,GBP,Y,2026-09-02 06:51:07,2026-09-02 06:51:07
SRC_PRODUCT_B002_000000146,P000546,RV-000546,Everyday Kettle 0546,Cinder,241.17,GBP,Y,2026-09-03 04:44:42,2026-09-03 04:44:42
SRC_PRODUCT_B002_000000147,P000547,RV-000547,Eco Camera 0547,Lumina,142.25,GBP,Y,2026-09-03 14:54:15,2026-09-03 14:54:15
SRC_PRODUCT_B002_000000148,P000548,RV-000548,Pro Trainer 0548,Kestrel,466.25,GBP,Y,2026-09-02 18:04:07,2026-09-02 18:04:07
SRC_PRODUCT_B002_000000149,P000549,RV-000549,Ultra Kettle 0549,Lumina,916.10,GBP,Y,2026-09-01 20:57:52,2026-09-01 20:57:52
SRC_PRODUCT_B002_000000150,P000550,RV-000550,Modern Watch 0550,Cinder,917.96,GBP,Y,2026-09-01 14:35:34,2026-09-01 14:35:34
DEF_PRODUCT_PRICE_B002_001,P_BAD_B002_001,BAD-SKU-B002-001,Smart Lamp 0085,Orbis,-19.99,GBP,Y,2024-09-24 08:52:25,2026-09-01 00:00:00
DEF_PRODUCT_PRICE_B002_002,P_BAD_B002_002,BAD-SKU-B002-002,Classic Bottle 0258,Orbis,NOT_AVAILABLE,GBP,Y,2026-01-02 10:00:46,2026-09-01 00:00:00
